Data,Num1,Num2,Num3,Num4,Num5,Num6,Jolly,SuperStar
2022-09-03,22,25,30,37,44,76,1,74
2022-09-06,11,13,19,34,49,52,37,27
2022-09-08,18,26,39,50,71,90,41,35
2022-09-10,62,66,68,70,75,83,30,64
2022-09-13,5,9,16,20,23,69,31,46
2022-09-15,27,34,42,59,72,76,25,35
2022-09-17,1,10,14,18,42,60,39,35
2022-09-20,1,38,39,40,50,83,44,9
2022-09-22,15,30,42,65,75,81,72,85
2022-09-24,19,26,35,44,49,65,24,32
2022-09-27,5,22,42,49,62,63,80,36
2022-09-29,6,35,37,46,59,86,84,38
2022-10-01,3,11,14,26,67,82,75,59
2022-10-04,4,9,55,68,80,84,38,55
2022-10-06,10,20,28,62,70,87,59,26
2022-10-08,26,33,41,51,80,84,15,44
2022-10-11,1,33,35,39,46,58,15,48
2022-10-13,4,20,64,65,69,79,81,20
2022-10-15,12,26,34,69,74,83,66,68
2022-10-18,4,5,31,56,57,59,51,75
2022-10-20,6,8,39,65,67,69,32,7
2022-10-22,3,28,31,43,53,59,7,22
2022-10-25,1,19,41,48,68,71,25,45
2022-10-27,27,28,32,40,49,72,53,70
2022-10-29,15,32,66,74,79,86,84,54
2022-10-31,12,17,32,64,81,84,11,5
2022-11-03,10,15,37,40,43,59,5,67
2022-11-05,11,18,41,50,63,74,81,21
2022-11-08,15,31,33,44,46,73,79,3
2022-11-10,10,16,18,34,39,45,87,3
2022-11-12,19,32,51,61,71,82,48,35
2022-11-15,13,21,23,33,48,86,28,1
2022-11-17,3,6,39,48,52,88,9,6
2022-11-19,19,30,44,48,58,72,40,33
2022-11-22,14,22,23,35,41,64,17,14
2022-11-24,25,58,66,78,81,88,76,3
2022-11-26,3,8,42,48,61,72,56,34
2022-11-29,18,33,43,60,61,78,20,52
2022-12-01,4,13,32,54,56,68,67,25
2022-12-03,4,37,38,53,73,79,29,90
2022-12-06,12,21,31,39,70,83,16,59
2022-12-10,29,50,55,56,76,81,9,47
2022-12-12,16,33,51,54,68,86,42,82
2022-12-13,32,40,51,61,75,76,72,21
2022-12-15,3,4,30,32,39,65,43,66
2022-12-17,8,21,24,54,68,70,12,76
2022-12-20,7,12,23,73,81,87,35,8
2022-12-22,9,25,34,39,54,64,87,22
2022-12-24,9,23,29,69,72,81,8,79
2022-12-27,3,37,39,44,68,72,11,21
2022-12-29,2,19,34,37,46,58,62,69
2022-12-31,9,15,30,37,44,72,75,21
2022-12-31,1,2,3,4,5,6,1,0
1997-12-03,20,36,39,41,72,76,88,0
1997-12-06,2,4,25,29,30,52,24,0
1997-12-10,1,2,14,23,78,88,40,0
1997-12-13,5,22,34,61,62,77,58,0
1997-12-17,10,65,77,80,81,86,89,0
1997-12-20,3,27,48,58,78,90,45,0
1997-12-24,13,59,63,75,85,87,52,0
1997-12-27,8,26,35,43,55,67,69,0
1997-12-31,34,36,71,76,86,89,82,0
1997-12-31,1,2,3,4,5,6,1,0
2025-01-02,19,21,29,74,77,88,7,56
2025-01-03,13,30,43,49,74,89,4,32
2025-01-04,31,42,43,63,83,86,37,86
2025-01-07,7,10,11,29,32,87,34,51
2025-01-09,15,33,40,71,74,82,89,15
2025-01-10,19,25,33,49,57,72,46,38
2025-01-11,5,6,11,22,35,85,30,53
2025-01-14,4,15,17,40,64,75,23,80
2025-01-16,31,38,59,69,72,88,64,73
2025-01-17,8,12,15,40,66,89,7,15
2025-01-18,2,10,21,29,46,70,31,59
2025-01-21,3,18,41,58,62,73,64,20
2025-01-23,1,7,34,46,69,80,64,42
2025-01-24,14,20,46,62,84,85,1,78
2025-01-25,5,6,24,44,45,76,58,64
2025-01-28,48,63,65,72,77,82,85,47
2025-01-30,23,32,34,35,41,47,65,2
2025-01-31,7,18,22,25,30,72,76,51
2025-02-01,21,25,26,45,49,59,68,82
2025-02-04,10,29,41,77,83,85,56,80
2025-02-06,4,11,41,72,83,86,30,30
2025-02-07,16,29,30,47,52,84,10,17
2025-02-08,29,46,57,66,72,86,64,40
2025-02-11,9,39,55,75,79,86,2,56
2025-02-13,31,41,62,64,74,87,84,68
2025-02-14,18,30,40,52,60,71,65,70
2025-02-15,22,37,48,72,77,85,39,72
2025-02-18,3,5,7,54,76,85,89,64
2025-02-20,6,19,27,63,71,77,13,70
2025-02-21,21,45,48,72,79,87,73,89
2025-02-22,35,40,48,49,52,89,24,32
2025-02-25,6,58,68,83,89,90,73,50
2025-02-27,29,31,33,42,51,72,34,62
2025-02-28,4,12,37,59,63,90,70,15
2025-03-01,1,12,33,40,41,83,6,67
2025-03-04,9,28,52,63,77,79,11,39
2025-03-04,1,2,3,4,5,6,1,0
1998-01-03,2,29,36,72,82,90,71,0
1998-01-07,20,23,24,29,66,73,30,0
1998-01-10,24,33,37,40,60,86,32,0
1998-01-14,16,37,49,52,53,82,57,0
1998-01-17,29,37,49,51,55,74,86,0
1998-01-21,22,25,26,49,59,85,62,0
1998-01-24,3,4,39,43,56,81,82,0
1998-01-28,2,3,49,51,63,79,43,0
1998-01-31,6,13,26,33,34,78,65,0
1998-02-04,18,23,24,35,48,82,38,0
1998-02-07,8,9,23,34,64,89,1,0
1998-02-11,2,15,63,65,68,78,71,0
1998-02-14,37,40,46,51,58,66,84,0
1998-02-18,10,12,29,41,45,50,52,0
1998-02-21,4,19,47,60,73,84,58,0
1998-02-25,1,27,40,81,82,85,6,0
1998-02-28,13,68,75,79,87,88,90,0
1998-03-04,28,36,59,79,84,88,7,0
1998-03-07,2,12,57,62,64,71,56,0
1998-03-11,3,23,25,44,74,89,76,0
1998-03-14,16,33,42,86,88,89,43,0
1998-03-18,1,5,17,38,61,71,70,0
1998-03-21,17,30,38,51,77,80,33,0
1998-03-25,5,6,17,55,62,73,38,0
1998-03-28,16,40,50,58,62,63,5,0
1998-04-01,17,31,42,43,55,72,64,0
1998-04-04,1,7,21,49,84,87,77,0
1998-04-08,4,7,22,27,39,88,14,0
1998-04-11,23,58,64,67,79,81,14,0
1998-04-15,4,5,46,47,73,82,62,0
1998-04-18,17,38,47,56,76,85,26,0
1998-04-22,5,22,40,46,86,87,13,0
1998-04-27,18,36,62,63,76,80,64,0
1998-04-29,15,23,27,29,50,69,54,0
1998-05-02,6,12,23,28,77,79,73,0
1998-05-06,5,28,33,64,81,84,67,0
1998-05-09,5,19,43,44,73,77,39,0
1998-05-13,6,15,41,57,81,83,74,0
1998-05-16,7,19,25,68,71,85,46,0
1998-05-20,5,13,22,25,43,50,45,0
1998-05-23,7,12,24,37,58,81,10,0
1998-05-27,36,48,56,65,71,73,38,0
1998-05-30,4,11,29,34,86,88,59,0
1998-06-03,48,50,80,81,84,87,42,0
1998-06-06,13,18,22,56,67,72,65,0
1998-06-10,5,14,17,38,64,68,83,0
1998-06-13,13,26,30,34,83,86,64,0
1998-06-17,10,16,35,39,64,65,70,0
1998-06-20,20,24,39,63,65,70,36,0
1998-06-24,19,43,59,60,67,79,10,0
1998-06-27,2,16,38,40,44,57,28,0
1998-07-01,25,33,37,47,48,79,29,0
1998-07-04,29,42,49,52,53,67,55,0
1998-07-08,5,20,24,48,78,80,6,0
1998-07-11,15,16,17,57,60,63,28,0
1998-07-15,12,32,48,68,70,85,7,0
1998-07-18,1,36,42,71,72,88,90,0
1998-07-22,56,71,75,78,81,85,8,0
1998-07-25,25,37,54,63,70,76,7,0
1998-07-29,25,60,62,68,83,89,88,0
1998-08-01,5,14,37,38,50,72,90,0
1998-08-05,7,24,40,56,79,85,90,0
1998-08-08,12,27,31,32,57,83,42,0
1998-08-12,31,33,61,77,86,88,16,0
1998-08-17,4,47,53,55,71,73,80,0
1998-08-19,6,15,16,50,62,82,4,0
1998-08-22,10,36,48,63,83,90,32,0
1998-08-26,10,40,66,72,76,80,61,0
1998-08-29,12,19,22,53,72,88,34,0
1998-09-02,1,43,45,48,83,90,14,0
1998-09-05,15,16,20,23,24,87,77,0
1998-09-09,10,25,56,68,71,77,3,0
1998-09-12,14,37,48,55,84,87,23,0
1998-09-16,22,26,29,37,75,76,36,0
1998-09-19,3,33,45,57,78,80,65,0
1998-09-23,7,9,31,41,67,68,22,0
1998-09-26,28,31,40,67,74,90,61,0
1998-09-30,20,34,44,61,74,87,25,0
1998-10-03,2,9,13,34,46,63,85,0
1998-10-07,6,13,17,49,51,83,76,0
1998-10-10,42,43,46,49,52,76,48,0
1998-10-14,15,28,42,55,76,88,74,0
1998-10-17,10,13,50,59,64,78,23,0
1998-10-21,14,39,50,56,72,89,29,0
1998-10-24,4,26,27,74,77,84,20,0
1998-10-28,37,60,64,73,80,84,2,0
1998-10-31,1,21,30,61,73,84,74,0
1998-11-04,6,54,72,75,81,87,55,0
1998-11-07,15,19,25,33,40,68,81,0
1998-11-11,19,38,60,80,81,90,10,0
1998-11-14,6,31,69,70,76,85,44,0
1998-11-18,12,18,43,47,50,83,53,0
1998-11-21,32,36,43,56,66,89,8,0
1998-11-25,32,39,52,56,69,85,53,0
1998-11-28,12,15,40,50,66,88,70,0
1998-12-02,9,23,36,66,67,77,87,0
1998-12-05,27,35,47,48,59,79,77,0
1998-12-09,1,11,42,43,61,81,29,0
1998-12-12,9,37,39,40,42,86,2,0
1998-12-16,22,43,56,71,77,83,35,0
1998-12-19,3,6,13,28,49,50,33,0
1998-12-23,3,9,14,26,47,79,81,0
1998-12-28,14,43,46,65,71,82,22,0
1998-12-30,30,36,45,49,63,89,46,0
1998-12-30,1,2,3,4,5,6,1,0
2020-01-02,5,45,63,64,78,85,4,89
2020-01-04,23,30,37,44,57,80,26,56
2020-01-07,2,23,60,66,72,78,19,53
2020-01-09,5,14,54,55,66,78,52,45
2020-01-11,34,36,38,63,72,81,18,63
2020-01-14,1,6,9,32,68,85,79,62
2020-01-16,22,29,50,53,72,83,77,85
2020-01-18,26,28,32,50,79,87,1,72
2020-01-21,6,32,46,53,70,75,62,9
2020-01-23,15,20,23,69,72,81,87,79
2020-01-25,11,16,17,35,68,90,76,47
2020-01-28,16,21,33,50,57,89,52,26
2020-01-30,8,46,53,62,77,84,51,38
2020-02-01,22,25,45,46,48,88,24,56
2020-02-04,21,29,34,64,72,79,14,82
2020-02-06,3,20,29,49,65,82,31,70
2020-02-08,15,32,54,56,61,85,10,63
2020-02-11,16,24,45,68,72,81,20,2
2020-02-13,4,15,43,69,74,84,49,36
2020-02-15,13,26,40,55,65,86,9,48
2020-02-18,26,45,58,69,72,82,9,49
2020-02-20,20,36,55,69,80,85,58,3
2020-02-22,1,28,57,58,60,68,50,31
2020-02-25,10,15,23,54,73,74,63,26
2020-02-27,17,51,60,71,75,79,58,85
2020-02-29,9,35,44,50,73,78,85,6
2020-03-03,5,11,19,26,36,64,1,78
2020-03-05,13,40,48,67,69,85,65,43
2020-03-07,11,13,31,41,85,87,12,37
2020-03-10,8,35,41,43,57,80,42,17
2020-03-12,19,22,41,46,56,86,13,56
2020-03-14,1,13,18,47,68,75,46,84
2020-03-17,17,29,30,49,63,65,15,27
2020-03-19,7,11,17,28,29,50,41,59
2020-03-21,5,13,38,39,52,59,74,90
2020-05-05,39,43,58,73,83,86,35,6
2020-05-07,22,35,45,52,57,75,15,12
2020-05-09,34,45,59,66,70,78,21,5
2020-05-12,21,38,55,60,65,85,66,71
2020-05-14,12,17,20,54,61,80,39,17
2020-05-16,2,7,71,78,84,87,80,56
2020-05-19,26,41,51,62,66,85,40,31
2020-05-21,3,21,44,69,73,81,20,12
2020-05-23,5,15,61,75,82,86,36,40
2020-05-26,10,23,27,46,68,74,66,31
2020-05-28,16,29,31,73,76,82,26,2
2020-05-30,3,27,46,52,70,74,48,4
2020-06-01,9,28,49,65,76,81,8,47
2020-06-04,5,16,23,30,40,71,10,56
2020-06-06,4,21,37,45,50,79,76,5
2020-06-09,8,14,30,58,71,87,70,79
2020-06-11,1,7,23,47,68,69,79,33
2020-06-13,20,42,53,57,62,73,8,89
2020-06-16,1,11,39,59,68,74,37,16
2020-06-18,4,6,15,35,67,73,36,35
2020-06-20,16,29,39,55,63,86,84,51
2020-06-23,40,44,52,59,66,69,24,14
2020-06-25,14,35,41,51,84,85,78,49
2020-06-27,13,33,35,60,78,81,11,52
2020-06-30,6,7,57,61,79,89,63,3
2020-07-02,12,33,42,56,78,79,88,79
2020-07-04,33,38,46,59,65,73,28,47
2020-07-07,16,24,29,53,73,88,62,50
2020-07-09,1,10,26,40,64,88,79,16
2020-07-11,6,10,19,20,40,67,75,87
2020-07-14,17,35,70,71,74,82,22,79
2020-07-16,35,39,40,64,67,75,74,5
2020-07-18,18,33,49,76,80,84,12,83
2020-07-21,4,34,46,54,55,62,10,82
2020-07-23,10,29,37,49,56,57,24,68
2020-07-25,18,30,42,70,78,80,1,84
2020-07-28,23,45,49,71,80,82,61,76
2020-07-30,4,15,19,26,28,55,58,2
2020-08-01,4,14,17,18,26,45,6,56
2020-08-04,5,19,21,25,45,82,59,43
2020-08-06,21,37,40,46,69,80,3,65
2020-08-08,6,16,22,55,58,83,51,32
2020-08-11,7,9,38,68,78,80,26,45
2020-08-13,4,5,49,57,66,75,36,77
2020-08-17,5,9,26,62,77,79,87,72
2020-08-18,13,22,28,58,65,77,6,24
2020-08-20,7,17,30,39,41,67,32,70
2020-08-22,7,12,45,47,73,87,83,72
2020-08-25,15,24,31,70,83,84,76,89
2020-08-27,37,49,52,53,75,87,29,30
2020-08-29,1,3,35,42,55,61,25,17
2020-09-01,10,22,28,45,48,71,53,84
2020-09-03,16,17,38,39,68,84,29,7
2020-09-05,7,14,27,56,72,83,16,3
2020-09-08,23,27,28,31,69,89,24,85
2020-09-10,46,48,67,78,80,87,23,56
2020-09-12,6,15,36,42,67,78,2,11
2020-09-15,2,9,44,47,52,54,16,18
2020-09-17,9,29,35,47,53,85,71,48
2020-09-19,6,12,14,27,39,73,87,66
2020-09-22,4,15,37,48,55,69,31,56
2020-09-24,10,13,28,77,86,89,14,1
2020-09-26,4,16,38,70,86,88,61,46
2020-09-29,25,33,53,76,81,90,75,72
2020-10-01,7,31,38,52,61,75,51,19
2020-10-03,5,17,59,61,70,79,52,11
2020-10-06,8,55,67,73,74,89,83,18
2020-10-08,8,35,51,60,63,75,79,58
2020-10-10,12,15,19,24,46,73,67,46
2020-10-13,47,56,58,60,79,85,20,65
2020-10-15,29,38,47,61,68,86,36,59
2020-10-17,24,28,34,55,62,87,36,38
2020-10-20,24,29,36,43,50,51,69,21
2020-10-22,1,16,21,36,37,43,27,44
2020-10-24,17,19,28,41,49,86,25,88
2020-10-27,19,26,49,53,55,77,51,57
2020-10-29,9,32,41,43,44,84,28,46
2020-10-31,22,31,35,40,65,82,36,51
2020-11-03,18,39,45,48,53,64,55,11
2020-11-05,5,10,18,24,69,85,65,50
2020-11-07,1,2,61,69,70,82,56,5
2020-11-10,13,34,38,41,76,88,18,17
2020-11-12,13,35,37,58,60,88,57,19
2020-11-14,3,30,47,67,68,89,38,46
2020-11-17,7,18,20,32,45,55,75,41
2020-11-19,6,13,47,49,69,86,83,2
2020-11-21,6,24,37,55,76,82,20,11
2020-11-24,9,15,16,23,57,76,19,56
2020-11-26,2,9,39,52,67,76,78,37
2020-11-28,12,29,61,81,87,90,20,77
2020-12-01,21,30,32,62,78,80,36,21
2020-12-03,22,33,43,48,87,89,17,75
2020-12-05,26,32,39,40,57,65,4,15
2020-12-07,1,6,20,25,70,90,89,45
2020-12-10,1,6,25,42,75,80,41,63
2020-12-12,11,14,18,59,64,85,1,84
2020-12-15,10,16,47,51,80,85,4,23
2020-12-17,5,9,12,14,26,37,55,29
2020-12-19,36,39,45,50,62,66,47,69
2020-12-22,15,16,22,46,51,72,8,29
2020-12-24,22,25,31,79,87,90,38,73
2020-12-28,8,25,39,54,59,84,85,14
2020-12-29,15,22,38,51,60,74,86,50
2020-12-31,7,14,20,66,68,79,76,60
2020-12-31,1,2,3,4,5,6,1,0
2021-01-02,35,37,50,75,77,81,5,30
2021-01-05,12,19,30,60,71,78,79,6
2021-01-07,15,33,48,49,56,88,16,55
2021-01-09,14,16,35,47,58,64,40,20
2021-01-12,5,19,21,33,61,90,43,52
2021-01-14,24,50,53,54,62,88,61,72
2021-01-16,9,26,57,66,81,83,63,65
2021-01-19,2,27,28,38,43,65,60,72
2021-01-21,15,17,38,40,45,65,84,45
2021-01-23,3,19,27,35,63,89,29,57
2021-01-26,34,39,45,51,60,89,18,52
2021-01-28,18,29,40,44,46,53,67,39
2021-01-30,27,35,42,48,56,65,44,81
2021-02-02,28,41,54,67,78,86,29,6
2021-02-04,5,19,27,35,40,82,66,53
2021-02-06,36,49,50,61,66,76,82,87
2021-02-09,7,8,19,33,40,48,54,40
2021-02-11,5,34,47,60,69,70,64,21
2021-02-13,36,39,46,58,63,77,57,65
2021-02-16,9,19,30,52,61,76,54,30
2021-02-18,28,52,56,62,66,72,58,13
2021-02-20,3,18,25,31,65,75,29,65
2021-02-23,7,37,42,57,59,87,15,17
2021-02-25,13,26,42,71,72,73,62,30
2021-02-27,10,37,42,69,72,86,85,2
2021-03-02,3,32,39,56,77,89,90,82
2021-03-04,2,4,13,45,51,77,5,64
2021-03-06,4,36,43,61,72,89,22,29
2021-03-09,8,15,20,52,54,72,81,79
2021-03-11,9,31,51,68,84,90,33,41
2021-03-13,28,29,43,59,70,79,52,79
2021-03-16,28,43,48,65,84,89,9,2
2021-03-18,11,38,51,58,62,63,47,56
2021-03-20,6,10,57,71,74,83,39,40
2021-03-23,2,11,13,45,66,72,25,84
2021-03-25,15,28,30,52,75,86,37,32
2021-03-27,16,19,41,72,78,82,70,46
2021-03-30,10,25,41,58,78,87,73,33
2021-04-01,22,37,57,62,83,90,3,87
2021-04-03,1,39,53,60,75,76,36,8
2021-04-06,7,27,73,77,78,89,26,41
2021-04-08,19,29,35,49,66,81,61,87
2021-04-10,9,27,67,80,87,89,65,18
2021-04-13,1,36,48,63,68,87,23,36
2021-04-15,12,33,44,71,72,80,69,12
2021-04-17,7,20,63,68,74,88,13,11
2021-04-20,1,32,48,58,68,75,59,10
2021-04-22,8,11,46,47,72,81,68,80
2021-04-24,10,20,21,29,34,44,58,33
2021-04-27,41,49,56,58,60,68,59,79
2021-04-29,14,62,64,66,76,87,79,48
2021-05-03,15,18,40,43,57,72,39,12
2021-05-04,6,43,48,60,75,85,1,2
2021-05-06,5,28,38,55,79,89,31,26
2021-05-08,37,38,44,45,60,65,66,10
2021-05-11,23,30,50,59,60,83,16,86
2021-05-13,4,13,20,51,69,82,9,27
2021-05-15,15,36,49,59,60,62,77,20
2021-05-18,10,11,15,19,47,78,68,90
2021-05-20,27,31,36,39,46,67,19,88
2021-05-22,1,7,37,43,63,81,34,26
2021-05-25,5,39,45,49,59,71,4,9
2021-05-27,24,38,81,86,88,89,54,71
2021-05-29,23,31,62,71,74,77,8,80
2021-06-01,9,21,27,41,45,53,66,27
2021-06-03,17,27,40,72,86,87,48,2
2021-06-05,53,73,75,83,84,85,27,76
2021-06-08,2,9,11,72,76,86,67,79
2021-06-10,27,37,42,44,76,83,50,25
2021-06-12,2,9,27,54,69,78,16,62
2021-06-15,10,14,25,43,54,65,11,79
2021-06-17,20,33,39,42,43,78,40,49
2021-06-19,1,3,41,55,84,85,47,87
2021-06-22,30,51,56,59,65,68,83,40
2021-06-24,40,43,56,59,63,88,25,2
2021-06-26,28,39,44,57,61,88,43,26
2021-06-29,10,30,52,53,66,87,77,20
2021-07-01,8,11,44,86,88,89,31,8
2021-07-03,42,45,52,65,70,85,67,61
2021-07-06,11,15,20,40,69,73,65,48
2021-07-08,21,24,25,61,73,74,58,24
2021-07-10,8,13,16,27,32,62,4,31
2021-07-13,58,68,70,74,76,89,3,74
2021-07-15,2,25,37,54,57,87,80,77
2021-07-17,6,37,64,71,85,87,16,23
2021-07-20,28,34,49,65,79,90,1,80
2021-07-22,1,6,10,61,63,64,15,37
2021-07-24,21,25,40,50,71,87,22,18
2021-07-27,1,6,24,36,82,83,58,78
2021-07-29,3,14,21,31,84,89,45,68
2021-07-31,14,22,36,47,59,61,35,56
2021-08-03,14,55,65,68,78,88,36,82
2021-08-05,28,37,41,44,52,84,86,12
2021-08-07,1,7,34,37,45,49,57,57
2021-08-10,14,16,47,49,53,56,22,59
2021-08-12,17,55,59,61,62,90,21,72
2021-08-14,53,64,72,74,87,89,39,4
2021-08-17,2,3,10,38,64,70,69,39
2021-08-19,3,4,31,80,81,87,53,53
2021-08-21,8,19,35,59,86,90,33,53
2021-08-24,12,27,43,48,63,66,18,22
2021-08-26,17,21,32,40,55,76,89,4
2021-08-28,44,54,56,63,76,77,61,75
2021-08-31,3,5,10,44,76,77,19,71
2021-09-02,5,15,39,72,76,80,12,6
2021-09-04,7,60,68,71,79,80,53,68
2021-09-07,7,20,21,31,67,89,63,89
2021-09-09,6,58,64,73,76,86,59,45
2021-09-11,1,30,36,49,75,85,33,73
2021-09-14,3,14,42,52,69,81,63,3
2021-09-16,12,16,40,46,47,83,57,16
2021-09-18,22,56,60,73,76,80,81,4
2021-09-21,5,6,29,59,68,74,54,53
2021-09-23,8,21,38,42,49,51,2,58
2021-09-25,11,19,61,62,75,76,43,24
2021-09-28,14,18,19,33,34,80,48,19
2021-09-30,7,32,33,36,45,47,43,19
2021-10-02,9,19,40,62,67,71,52,58
2021-10-05,21,40,62,66,73,85,58,67
2021-10-07,15,18,22,26,66,77,67,78
2021-10-09,7,9,70,72,77,86,53,20
2021-10-12,46,53,55,60,64,90,77,72
2021-10-14,8,14,25,59,60,88,27,31
2021-10-16,32,41,50,57,67,89,13,90
2021-10-19,21,28,38,42,66,88,60,6
2021-10-21,9,10,26,27,77,86,16,23
2021-10-23,1,11,12,15,20,83,46,80
2021-10-26,20,24,25,49,57,68,16,53
2021-10-28,2,25,34,67,73,77,36,11
2021-10-30,20,31,41,43,48,79,26,46
2021-11-02,22,27,51,55,77,86,33,42
2021-11-04,22,25,38,41,61,68,24,3
2021-11-06,6,21,56,63,81,85,51,61
2021-11-09,3,6,14,17,54,60,83,78
2021-11-11,4,23,52,65,79,88,37,53
2021-11-13,13,40,60,66,73,75,23,49
2021-11-16,7,17,19,38,66,71,90,35
2021-11-18,22,24,38,42,44,87,67,13
2021-11-20,7,48,58,60,86,87,55,22
2021-11-23,6,17,23,24,43,72,81,30
2021-11-25,6,45,61,82,84,88,16,36
2021-11-27,24,30,38,47,48,78,8,57
2021-11-30,11,34,44,64,75,82,48,5
2021-12-02,15,24,48,60,70,89,34,17
2021-12-04,37,43,68,72,76,85,27,11
2021-12-07,9,12,23,38,59,88,76,18
2021-12-09,10,48,70,75,79,83,82,77
2021-12-11,7,17,45,64,76,81,42,72
2021-12-14,35,59,64,65,68,73,50,49
2021-12-16,12,35,37,41,75,76,16,13
2021-12-18,6,31,44,57,73,77,61,80
2021-12-21,30,49,61,62,79,87,63,48
2021-12-23,11,15,17,37,54,89,8,38
2021-12-27,6,10,11,41,61,80,76,47
2021-12-28,13,19,47,70,77,83,31,59
2021-12-30,10,20,40,55,68,86,26,76
2021-12-30,1,2,3,4,5,6,1,0
2012-01-03,35,47,54,68,71,78,33,79
2012-01-05,10,11,12,24,56,71,38,28
2012-01-07,7,15,60,72,77,90,13,48
2012-01-10,14,22,27,28,34,66,69,23
2012-01-12,20,49,53,63,73,84,88,49
2012-01-14,4,12,15,37,53,83,41,65
2012-01-17,9,27,32,51,53,71,62,82
2012-01-19,24,41,44,56,73,90,60,66
2012-01-21,12,19,33,38,62,80,84,12
2012-01-24,27,32,55,68,72,75,84,61
2012-01-26,13,16,22,30,52,87,42,37
2012-01-28,2,17,25,50,52,84,28,35
2012-01-31,16,23,28,33,43,86,30,51
2012-02-02,25,37,43,50,58,60,89,6
2012-02-04,1,17,30,43,67,82,2,40
2012-02-07,27,30,69,75,81,83,68,36
2012-02-09,43,51,54,71,73,85,25,56
2012-02-11,23,30,46,64,70,86,31,26
2012-02-14,12,25,41,79,86,88,37,66
2012-02-16,5,21,23,41,74,84,81,48
2012-02-18,8,21,39,56,74,81,19,30
2012-02-21,28,29,30,39,75,87,65,16
2012-02-23,20,28,56,62,63,76,35,31
2012-02-25,14,30,64,75,79,89,31,11
2012-02-28,25,34,43,57,67,77,3,73
2012-03-01,6,14,19,26,51,53,83,31
2012-03-03,16,19,31,46,69,74,62,82
2012-03-06,31,42,49,51,68,79,70,69
2012-03-08,23,37,47,79,80,83,53,46
2012-03-10,1,8,40,54,69,81,61,53
2012-03-13,15,17,53,67,75,81,37,18
2012-03-15,1,13,14,34,67,83,61,17
2012-03-17,12,23,54,68,84,89,86,76
2012-03-20,21,39,44,49,65,87,54,57
2012-03-22,6,21,37,55,84,88,89,53
2012-03-24,39,45,49,66,75,80,77,74
2012-03-27,9,26,27,40,51,69,11,8
2012-03-29,11,45,50,54,57,62,18,62
2012-03-31,11,23,38,47,57,83,61,38
2012-04-03,11,34,55,63,87,89,6,83
2012-04-05,10,37,44,56,60,89,7,25
2012-04-07,37,46,54,55,65,87,1,59
2012-04-10,9,22,41,49,52,53,77,36
2012-04-12,15,25,34,54,70,88,33,45
2012-04-14,5,22,24,36,85,86,29,2
2012-04-17,6,28,39,46,60,78,57,56
2012-04-19,12,26,27,47,63,77,3,45
2012-04-21,9,11,33,69,73,82,44,48
2012-04-24,24,28,54,68,78,81,74,26
2012-04-26,19,61,62,65,85,89,67,39
2012-04-28,6,11,34,51,59,82,75,6
2012-05-02,9,22,61,67,84,85,6,36
2012-05-03,8,16,25,28,57,68,55,10
2012-05-05,13,14,19,57,77,79,65,52
2012-05-08,13,19,35,38,52,64,57,66
2012-05-10,6,16,30,53,60,71,86,11
2012-05-12,10,45,58,66,83,85,51,20
2012-05-15,5,38,56,76,77,89,71,64
2012-05-17,14,38,41,58,65,75,86,70
2012-05-19,1,23,27,33,37,85,56,16
2012-05-22,1,6,31,45,58,85,55,81
2012-05-24,10,29,32,43,56,90,71,84
2012-05-26,3,33,51,55,73,84,47,88
2012-05-29,38,39,42,49,55,81,2,10
2012-05-31,12,25,66,72,75,89,6,57
2012-06-04,8,16,20,23,47,56,50,79
2012-06-05,15,29,38,44,67,74,63,2
2012-06-07,32,58,63,70,75,81,4,59
2012-06-09,31,34,52,54,78,82,74,81
2012-06-12,20,30,47,69,77,83,86,17
2012-06-14,3,13,39,40,49,75,24,26
2012-06-16,1,9,37,69,71,83,48,40
2012-06-19,52,62,65,77,87,90,13,31
2012-06-21,9,24,39,48,69,75,36,80
2012-06-23,2,6,26,42,55,86,3,15
2012-06-26,13,30,46,48,70,88,10,9
2012-06-28,6,20,25,42,57,80,49,63
2012-06-30,17,20,21,39,44,89,75,83
2012-07-03,2,12,17,60,63,78,61,56
2012-07-05,15,59,64,65,76,79,17,26
2012-07-07,15,25,26,53,74,76,28,25
2012-07-10,19,32,33,66,75,78,21,36
2012-07-12,40,42,54,66,77,86,39,47
2012-07-14,27,38,70,75,78,82,69,28
2012-07-17,8,28,35,53,57,61,36,14
2012-07-19,5,36,51,55,69,79,48,86
2012-07-21,22,24,49,58,72,85,25,52
2012-07-24,2,45,55,77,84,88,65,7
2012-07-26,11,18,30,59,76,77,5,54
2012-07-28,9,17,67,68,80,81,1,87
2012-07-31,29,82,83,84,87,89,13,49
2012-08-02,2,8,55,66,73,83,32,83
2012-08-04,12,35,47,56,74,87,67,13
2012-08-07,24,50,57,62,72,77,38,75
2012-08-09,19,30,32,39,47,71,35,42
2012-08-11,4,11,13,42,54,75,82,50
2012-08-14,19,22,23,28,41,74,61,84
2012-08-16,38,39,46,74,85,89,82,21
2012-08-18,3,5,11,34,43,49,2,24
2012-08-21,35,42,62,67,76,78,49,85
2012-08-23,5,27,36,40,46,64,4,52
2012-08-25,7,38,66,67,71,88,43,40
2012-08-28,15,27,30,34,75,80,70,71
2012-08-30,17,20,22,40,52,62,14,43
2012-09-01,6,20,31,33,63,74,75,57
