data,conc.,1.0,2.0,3.0,4.0,5.0,6.0,jolly,supers.
1998-11-04 00:00:00,88,6.0,54.0,72.0,75.0,81.0,87.0,55,0
1998-11-07 00:00:00,89,15.0,19.0,25.0,33.0,40.0,68.0,81,0
1998-11-11 00:00:00,90,19.0,38.0,60.0,80.0,81.0,90.0,10,0
1998-11-14 00:00:00,91,6.0,31.0,69.0,70.0,76.0,85.0,44,0
1998-11-18 00:00:00,92,12.0,18.0,43.0,47.0,50.0,83.0,53,0
1998-11-21 00:00:00,93,32.0,36.0,43.0,56.0,66.0,89.0,8,0
1998-11-25 00:00:00,94,32.0,39.0,52.0,56.0,69.0,85.0,53,0
1998-11-28 00:00:00,95,12.0,15.0,40.0,50.0,66.0,88.0,70,0
1998-12-02 00:00:00,96,9.0,23.0,36.0,66.0,67.0,77.0,87,0
1998-12-05 00:00:00,97,27.0,35.0,47.0,48.0,59.0,79.0,77,0
1998-12-09 00:00:00,98,1.0,11.0,42.0,43.0,61.0,81.0,29,0
1998-12-12 00:00:00,99,9.0,37.0,39.0,40.0,42.0,86.0,2,0
1998-12-16 00:00:00,100,22.0,43.0,56.0,71.0,77.0,83.0,35,0
1998-12-19 00:00:00,101,3.0,6.0,13.0,28.0,49.0,50.0,33,0
1998-12-23 00:00:00,102,3.0,9.0,14.0,26.0,47.0,79.0,81,0
1998-12-28 00:00:00,103,14.0,43.0,46.0,65.0,71.0,82.0,22,0
1998-12-30 00:00:00,104,30.0,36.0,45.0,49.0,63.0,89.0,46,0
data,conc.,1.0,2.0,3.0,4.0,5.0,6.0,jolly,supers.
2020-01-02 00:00:00,1,5.0,45.0,63.0,64.0,78.0,85.0,4,89
2020-01-04 00:00:00,2,23.0,30.0,37.0,44.0,57.0,80.0,26,56
2020-01-07 00:00:00,3,2.0,23.0,60.0,66.0,72.0,78.0,19,53
2020-01-09 00:00:00,4,5.0,14.0,54.0,55.0,66.0,78.0,52,45
2020-01-11 00:00:00,5,34.0,36.0,38.0,63.0,72.0,81.0,18,63
2020-01-14 00:00:00,6,1.0,6.0,9.0,32.0,68.0,85.0,79,62
2020-01-16 00:00:00,7,22.0,29.0,50.0,53.0,72.0,83.0,77,85
2020-01-18 00:00:00,8,26.0,28.0,32.0,50.0,79.0,87.0,1,72
2020-01-21 00:00:00,9,6.0,32.0,46.0,53.0,70.0,75.0,62,9
2020-01-23 00:00:00,10,15.0,20.0,23.0,69.0,72.0,81.0,87,79
2020-01-25 00:00:00,11,11.0,16.0,17.0,35.0,68.0,90.0,76,47
2020-01-28 00:00:00,12,16.0,21.0,33.0,50.0,57.0,89.0,52,26
2020-01-30 00:00:00,13,8.0,46.0,53.0,62.0,77.0,84.0,51,38
2020-02-01 00:00:00,14,22.0,25.0,45.0,46.0,48.0,88.0,24,56
2020-02-04 00:00:00,15,21.0,29.0,34.0,64.0,72.0,79.0,14,82
2020-02-06 00:00:00,16,3.0,20.0,29.0,49.0,65.0,82.0,31,70
2020-02-08 00:00:00,17,15.0,32.0,54.0,56.0,61.0,85.0,10,63
2020-02-11 00:00:00,18,16.0,24.0,45.0,68.0,72.0,81.0,20,2
2020-02-13 00:00:00,19,4.0,15.0,43.0,69.0,74.0,84.0,49,36
2020-02-15 00:00:00,20,13.0,26.0,40.0,55.0,65.0,86.0,9,48
2020-02-18 00:00:00,21,26.0,45.0,58.0,69.0,72.0,82.0,9,49
2020-02-20 00:00:00,22,20.0,36.0,55.0,69.0,80.0,85.0,58,3
2020-02-22 00:00:00,23,1.0,28.0,57.0,58.0,60.0,68.0,50,31
2020-02-25 00:00:00,24,10.0,15.0,23.0,54.0,73.0,74.0,63,26
2020-02-27 00:00:00,25,17.0,51.0,60.0,71.0,75.0,79.0,58,85
2020-02-29 00:00:00,26,9.0,35.0,44.0,50.0,73.0,78.0,85,6
2020-03-03 00:00:00,27,5.0,11.0,19.0,26.0,36.0,64.0,1,78
2020-03-05 00:00:00,28,13.0,40.0,48.0,67.0,69.0,85.0,65,43
2020-03-07 00:00:00,29,11.0,13.0,31.0,41.0,85.0,87.0,12,37
2020-03-10 00:00:00,30,8.0,35.0,41.0,43.0,57.0,80.0,42,17
2020-03-12 00:00:00,31,19.0,22.0,41.0,46.0,56.0,86.0,13,56
2020-03-14 00:00:00,32,1.0,13.0,18.0,47.0,68.0,75.0,46,84
2020-03-17 00:00:00,33,17.0,29.0,30.0,49.0,63.0,65.0,15,27
2020-03-19 00:00:00,34,7.0,11.0,17.0,28.0,29.0,50.0,41,59
2020-03-21 00:00:00,35,5.0,13.0,38.0,39.0,52.0,59.0,74,90
2020-05-05 00:00:00,36,39.0,43.0,58.0,73.0,83.0,86.0,35,6
2020-05-07 00:00:00,37,22.0,35.0,45.0,52.0,57.0,75.0,15,12
2020-05-09 00:00:00,38,34.0,45.0,59.0,66.0,70.0,78.0,21,5
2020-05-12 00:00:00,39,21.0,38.0,55.0,60.0,65.0,85.0,66,71
2020-05-14 00:00:00,40,12.0,17.0,20.0,54.0,61.0,80.0,39,17
2020-05-16 00:00:00,41,2.0,7.0,71.0,78.0,84.0,87.0,80,56
2020-05-19 00:00:00,42,26.0,41.0,51.0,62.0,66.0,85.0,40,31
2020-05-21 00:00:00,43,3.0,21.0,44.0,69.0,73.0,81.0,20,12
2020-05-23 00:00:00,44,5.0,15.0,61.0,75.0,82.0,86.0,36,40
2020-05-26 00:00:00,45,10.0,23.0,27.0,46.0,68.0,74.0,66,31
2020-05-28 00:00:00,46,16.0,29.0,31.0,73.0,76.0,82.0,26,2
2020-05-30 00:00:00,47,3.0,27.0,46.0,52.0,70.0,74.0,48,4
2020-06-01 00:00:00,48,9.0,28.0,49.0,65.0,76.0,81.0,8,47
2020-06-04 00:00:00,49,5.0,16.0,23.0,30.0,40.0,71.0,10,56
2020-06-06 00:00:00,50,4.0,21.0,37.0,45.0,50.0,79.0,76,5
2020-06-09 00:00:00,51,8.0,14.0,30.0,58.0,71.0,87.0,70,79
2020-06-11 00:00:00,52,1.0,7.0,23.0,47.0,68.0,69.0,79,33
2020-06-13 00:00:00,53,20.0,42.0,53.0,57.0,62.0,73.0,8,89
2020-06-16 00:00:00,54,1.0,11.0,39.0,59.0,68.0,74.0,37,16
2020-06-18 00:00:00,55,4.0,6.0,15.0,35.0,67.0,73.0,36,35
2020-06-20 00:00:00,56,16.0,29.0,39.0,55.0,63.0,86.0,84,51
2020-06-23 00:00:00,57,40.0,44.0,52.0,59.0,66.0,69.0,24,14
2020-06-25 00:00:00,58,14.0,35.0,41.0,51.0,84.0,85.0,78,49
2020-06-27 00:00:00,59,13.0,33.0,35.0,60.0,78.0,81.0,11,52
2020-06-30 00:00:00,60,6.0,7.0,57.0,61.0,79.0,89.0,63,3
2020-07-02 00:00:00,61,12.0,33.0,42.0,56.0,78.0,79.0,88,79
2020-07-04 00:00:00,62,33.0,38.0,46.0,59.0,65.0,73.0,28,47
2020-07-07 00:00:00,63,16.0,24.0,29.0,53.0,73.0,88.0,62,50
2020-07-09 00:00:00,64,1.0,10.0,26.0,40.0,64.0,88.0,79,16
2020-07-11 00:00:00,65,6.0,10.0,19.0,20.0,40.0,67.0,75,87
2020-07-14 00:00:00,66,17.0,35.0,70.0,71.0,74.0,82.0,22,79
2020-07-16 00:00:00,67,35.0,39.0,40.0,64.0,67.0,75.0,74,5
2020-07-18 00:00:00,68,18.0,33.0,49.0,76.0,80.0,84.0,12,83
2020-07-21 00:00:00,69,4.0,34.0,46.0,54.0,55.0,62.0,10,82
2020-07-23 00:00:00,70,10.0,29.0,37.0,49.0,56.0,57.0,24,68
2020-07-25 00:00:00,71,18.0,30.0,42.0,70.0,78.0,80.0,1,84
2020-07-28 00:00:00,72,23.0,45.0,49.0,71.0,80.0,82.0,61,76
2020-07-30 00:00:00,73,4.0,15.0,19.0,26.0,28.0,55.0,58,2
2020-08-01 00:00:00,74,4.0,14.0,17.0,18.0,26.0,45.0,6,56
2020-08-04 00:00:00,75,5.0,19.0,21.0,25.0,45.0,82.0,59,43
2020-08-06 00:00:00,76,21.0,37.0,40.0,46.0,69.0,80.0,3,65
2020-08-08 00:00:00,77,6.0,16.0,22.0,55.0,58.0,83.0,51,32
2020-08-11 00:00:00,78,7.0,9.0,38.0,68.0,78.0,80.0,26,45
2020-08-13 00:00:00,79,4.0,5.0,49.0,57.0,66.0,75.0,36,77
2020-08-17 00:00:00,80,5.0,9.0,26.0,62.0,77.0,79.0,87,72
2020-08-18 00:00:00,81,13.0,22.0,28.0,58.0,65.0,77.0,6,24
2020-08-20 00:00:00,82,7.0,17.0,30.0,39.0,41.0,67.0,32,70
2020-08-22 00:00:00,83,7.0,12.0,45.0,47.0,73.0,87.0,83,72
2020-08-25 00:00:00,84,15.0,24.0,31.0,70.0,83.0,84.0,76,89
2020-08-27 00:00:00,85,37.0,49.0,52.0,53.0,75.0,87.0,29,30
2020-08-29 00:00:00,86,1.0,3.0,35.0,42.0,55.0,61.0,25,17
2020-09-01 00:00:00,87,10.0,22.0,28.0,45.0,48.0,71.0,53,84
2020-09-03 00:00:00,88,16.0,17.0,38.0,39.0,68.0,84.0,29,7
2020-09-05 00:00:00,89,7.0,14.0,27.0,56.0,72.0,83.0,16,3
2020-09-08 00:00:00,90,23.0,27.0,28.0,31.0,69.0,89.0,24,85
2020-09-10 00:00:00,91,46.0,48.0,67.0,78.0,80.0,87.0,23,56
2020-09-12 00:00:00,92,6.0,15.0,36.0,42.0,67.0,78.0,2,11
2020-09-15 00:00:00,93,2.0,9.0,44.0,47.0,52.0,54.0,16,18
2020-09-17 00:00:00,94,9.0,29.0,35.0,47.0,53.0,85.0,71,48
2020-09-19 00:00:00,95,6.0,12.0,14.0,27.0,39.0,73.0,87,66
2020-09-22 00:00:00,96,4.0,15.0,37.0,48.0,55.0,69.0,31,56
2020-09-24 00:00:00,97,10.0,13.0,28.0,77.0,86.0,89.0,14,1
2020-09-26 00:00:00,98,4.0,16.0,38.0,70.0,86.0,88.0,61,46
2020-09-29 00:00:00,99,25.0,33.0,53.0,76.0,81.0,90.0,75,72
2020-10-01 00:00:00,100,7.0,31.0,38.0,52.0,61.0,75.0,51,19
2020-10-03 00:00:00,101,5.0,17.0,59.0,61.0,70.0,79.0,52,11
2020-10-06 00:00:00,102,8.0,55.0,67.0,73.0,74.0,89.0,83,18
2020-10-08 00:00:00,103,8.0,35.0,51.0,60.0,63.0,75.0,79,58
2020-10-10 00:00:00,104,12.0,15.0,19.0,24.0,46.0,73.0,67,46
2020-10-13 00:00:00,105,47.0,56.0,58.0,60.0,79.0,85.0,20,65
2020-10-15 00:00:00,106,29.0,38.0,47.0,61.0,68.0,86.0,36,59
2020-10-17 00:00:00,107,24.0,28.0,34.0,55.0,62.0,87.0,36,38
2020-10-20 00:00:00,108,24.0,29.0,36.0,43.0,50.0,51.0,69,21
2020-10-22 00:00:00,109,1.0,16.0,21.0,36.0,37.0,43.0,27,44
2020-10-24 00:00:00,110,17.0,19.0,28.0,41.0,49.0,86.0,25,88
2020-10-27 00:00:00,111,19.0,26.0,49.0,53.0,55.0,77.0,51,57
2020-10-29 00:00:00,112,9.0,32.0,41.0,43.0,44.0,84.0,28,46
2020-10-31 00:00:00,113,22.0,31.0,35.0,40.0,65.0,82.0,36,51
2020-11-03 00:00:00,114,18.0,39.0,45.0,48.0,53.0,64.0,55,11
2020-11-05 00:00:00,115,5.0,10.0,18.0,24.0,69.0,85.0,65,50
2020-11-07 00:00:00,116,1.0,2.0,61.0,69.0,70.0,82.0,56,5
2020-11-10 00:00:00,117,13.0,34.0,38.0,41.0,76.0,88.0,18,17
2020-11-12 00:00:00,118,13.0,35.0,37.0,58.0,60.0,88.0,57,19
2020-11-14 00:00:00,119,3.0,30.0,47.0,67.0,68.0,89.0,38,46
2020-11-17 00:00:00,120,7.0,18.0,20.0,32.0,45.0,55.0,75,41
2020-11-19 00:00:00,121,6.0,13.0,47.0,49.0,69.0,86.0,83,2
2020-11-21 00:00:00,122,6.0,24.0,37.0,55.0,76.0,82.0,20,11
2020-11-24 00:00:00,123,9.0,15.0,16.0,23.0,57.0,76.0,19,56
2020-11-26 00:00:00,124,2.0,9.0,39.0,52.0,67.0,76.0,78,37
2020-11-28 00:00:00,125,12.0,29.0,61.0,81.0,87.0,90.0,20,77
2020-12-01 00:00:00,126,21.0,30.0,32.0,62.0,78.0,80.0,36,21
2020-12-03 00:00:00,127,22.0,33.0,43.0,48.0,87.0,89.0,17,75
2020-12-05 00:00:00,128,26.0,32.0,39.0,40.0,57.0,65.0,4,15
2020-12-07 00:00:00,129,1.0,6.0,20.0,25.0,70.0,90.0,89,45
2020-12-10 00:00:00,130,1.0,6.0,25.0,42.0,75.0,80.0,41,63
2020-12-12 00:00:00,131,11.0,14.0,18.0,59.0,64.0,85.0,1,84
2020-12-15 00:00:00,132,10.0,16.0,47.0,51.0,80.0,85.0,4,23
2020-12-17 00:00:00,133,5.0,9.0,12.0,14.0,26.0,37.0,55,29
2020-12-19 00:00:00,134,36.0,39.0,45.0,50.0,62.0,66.0,47,69
2020-12-22 00:00:00,135,15.0,16.0,22.0,46.0,51.0,72.0,8,29
2020-12-24 00:00:00,136,22.0,25.0,31.0,79.0,87.0,90.0,38,73
2020-12-28 00:00:00,137,8.0,25.0,39.0,54.0,59.0,84.0,85,14
2020-12-29 00:00:00,138,15.0,22.0,38.0,51.0,60.0,74.0,86,50
2020-12-31 00:00:00,139,7.0,14.0,20.0,66.0,68.0,79.0,76,60
data,conc.,1.0,2.0,3.0,4.0,5.0,6.0,jolly,supers.
2021-01-02 00:00:00,1,35.0,37.0,50.0,75.0,77.0,81.0,5,30
2021-01-05 00:00:00,2,12.0,19.0,30.0,60.0,71.0,78.0,79,6
2021-01-07 00:00:00,3,15.0,33.0,48.0,49.0,56.0,88.0,16,55
2021-01-09 00:00:00,4,14.0,16.0,35.0,47.0,58.0,64.0,40,20
2021-01-12 00:00:00,5,5.0,19.0,21.0,33.0,61.0,90.0,43,52
2021-01-14 00:00:00,6,24.0,50.0,53.0,54.0,62.0,88.0,61,72
2021-01-16 00:00:00,7,9.0,26.0,57.0,66.0,81.0,83.0,63,65
2021-01-19 00:00:00,8,2.0,27.0,28.0,38.0,43.0,65.0,60,72
2021-01-21 00:00:00,9,15.0,17.0,38.0,40.0,45.0,65.0,84,45
2021-01-23 00:00:00,10,3.0,19.0,27.0,35.0,63.0,89.0,29,57
2021-01-26 00:00:00,11,34.0,39.0,45.0,51.0,60.0,89.0,18,52
2021-01-28 00:00:00,12,18.0,29.0,40.0,44.0,46.0,53.0,67,39
2021-01-30 00:00:00,13,27.0,35.0,42.0,48.0,56.0,65.0,44,81
2021-02-02 00:00:00,14,28.0,41.0,54.0,67.0,78.0,86.0,29,6
2021-02-04 00:00:00,15,5.0,19.0,27.0,35.0,40.0,82.0,66,53
2021-02-06 00:00:00,16,36.0,49.0,50.0,61.0,66.0,76.0,82,87
2021-02-09 00:00:00,17,7.0,8.0,19.0,33.0,40.0,48.0,54,40
2021-02-11 00:00:00,18,5.0,34.0,47.0,60.0,69.0,70.0,64,21
2021-02-13 00:00:00,19,36.0,39.0,46.0,58.0,63.0,77.0,57,65
2021-02-16 00:00:00,20,9.0,19.0,30.0,52.0,61.0,76.0,54,30
2021-02-18 00:00:00,21,28.0,52.0,56.0,62.0,66.0,72.0,58,13
2021-02-20 00:00:00,22,3.0,18.0,25.0,31.0,65.0,75.0,29,65
2021-02-23 00:00:00,23,7.0,37.0,42.0,57.0,59.0,87.0,15,17
2021-02-25 00:00:00,24,13.0,26.0,42.0,71.0,72.0,73.0,62,30
2021-02-27 00:00:00,25,10.0,37.0,42.0,69.0,72.0,86.0,85,2
2021-03-02 00:00:00,26,3.0,32.0,39.0,56.0,77.0,89.0,90,82
2021-03-04 00:00:00,27,2.0,4.0,13.0,45.0,51.0,77.0,5,64
2021-03-06 00:00:00,28,4.0,36.0,43.0,61.0,72.0,89.0,22,29
2021-03-09 00:00:00,29,8.0,15.0,20.0,52.0,54.0,72.0,81,79
2021-03-11 00:00:00,30,9.0,31.0,51.0,68.0,84.0,90.0,33,41
2021-03-13 00:00:00,31,28.0,29.0,43.0,59.0,70.0,79.0,52,79
2021-03-16 00:00:00,32,28.0,43.0,48.0,65.0,84.0,89.0,9,2
2021-03-18 00:00:00,33,11.0,38.0,51.0,58.0,62.0,63.0,47,56
2021-03-20 00:00:00,34,6.0,10.0,57.0,71.0,74.0,83.0,39,40
2021-03-23 00:00:00,35,2.0,11.0,13.0,45.0,66.0,72.0,25,84
2021-03-25 00:00:00,36,15.0,28.0,30.0,52.0,75.0,86.0,37,32
2021-03-27 00:00:00,37,16.0,19.0,41.0,72.0,78.0,82.0,70,46
2021-03-30 00:00:00,38,10.0,25.0,41.0,58.0,78.0,87.0,73,33
2021-04-01 00:00:00,39,22.0,37.0,57.0,62.0,83.0,90.0,3,87
2021-04-03 00:00:00,40,1.0,39.0,53.0,60.0,75.0,76.0,36,8
2021-04-06 00:00:00,41,7.0,27.0,73.0,77.0,78.0,89.0,26,41
2021-04-08 00:00:00,42,19.0,29.0,35.0,49.0,66.0,81.0,61,87
2021-04-10 00:00:00,43,9.0,27.0,67.0,80.0,87.0,89.0,65,18
2021-04-13 00:00:00,44,1.0,36.0,48.0,63.0,68.0,87.0,23,36
2021-04-15 00:00:00,45,12.0,33.0,44.0,71.0,72.0,80.0,69,12
2021-04-17 00:00:00,46,7.0,20.0,63.0,68.0,74.0,88.0,13,11
2021-04-20 00:00:00,47,1.0,32.0,48.0,58.0,68.0,75.0,59,10
2021-04-22 00:00:00,48,8.0,11.0,46.0,47.0,72.0,81.0,68,80
2021-04-24 00:00:00,49,10.0,20.0,21.0,29.0,34.0,44.0,58,33
2021-04-27 00:00:00,50,41.0,49.0,56.0,58.0,60.0,68.0,59,79
2021-04-29 00:00:00,51,14.0,62.0,64.0,66.0,76.0,87.0,79,48
2021-05-03 00:00:00,52,15.0,18.0,40.0,43.0,57.0,72.0,39,12
2021-05-04 00:00:00,53,6.0,43.0,48.0,60.0,75.0,85.0,1,2
2021-05-06 00:00:00,54,5.0,28.0,38.0,55.0,79.0,89.0,31,26
2021-05-08 00:00:00,55,37.0,38.0,44.0,45.0,60.0,65.0,66,10
2021-05-11 00:00:00,56,23.0,30.0,50.0,59.0,60.0,83.0,16,86
2021-05-13 00:00:00,57,4.0,13.0,20.0,51.0,69.0,82.0,9,27
2021-05-15 00:00:00,58,15.0,36.0,49.0,59.0,60.0,62.0,77,20
2021-05-18 00:00:00,59,10.0,11.0,15.0,19.0,47.0,78.0,68,90
2021-05-20 00:00:00,60,27.0,31.0,36.0,39.0,46.0,67.0,19,88
2021-05-22 00:00:00,61,1.0,7.0,37.0,43.0,63.0,81.0,34,26
2021-05-25 00:00:00,62,5.0,39.0,45.0,49.0,59.0,71.0,4,9
2021-05-27 00:00:00,63,24.0,38.0,81.0,86.0,88.0,89.0,54,71
2021-05-29 00:00:00,64,23.0,31.0,62.0,71.0,74.0,77.0,8,80
2021-06-01 00:00:00,65,9.0,21.0,27.0,41.0,45.0,53.0,66,27
2021-06-03 00:00:00,66,17.0,27.0,40.0,72.0,86.0,87.0,48,2
2021-06-05 00:00:00,67,53.0,73.0,75.0,83.0,84.0,85.0,27,76
2021-06-08 00:00:00,68,2.0,9.0,11.0,72.0,76.0,86.0,67,79
2021-06-10 00:00:00,69,27.0,37.0,42.0,44.0,76.0,83.0,50,25
2021-06-12 00:00:00,70,2.0,9.0,27.0,54.0,69.0,78.0,16,62
2021-06-15 00:00:00,71,10.0,14.0,25.0,43.0,54.0,65.0,11,79
2021-06-17 00:00:00,72,20.0,33.0,39.0,42.0,43.0,78.0,40,49
2021-06-19 00:00:00,73,1.0,3.0,41.0,55.0,84.0,85.0,47,87
2021-06-22 00:00:00,74,30.0,51.0,56.0,59.0,65.0,68.0,83,40
2021-06-24 00:00:00,75,40.0,43.0,56.0,59.0,63.0,88.0,25,2
2021-06-26 00:00:00,76,28.0,39.0,44.0,57.0,61.0,88.0,43,26
2021-06-29 00:00:00,77,10.0,30.0,52.0,53.0,66.0,87.0,77,20
2021-07-01 00:00:00,78,8.0,11.0,44.0,86.0,88.0,89.0,31,8
2021-07-03 00:00:00,79,42.0,45.0,52.0,65.0,70.0,85.0,67,61
2021-07-06 00:00:00,80,11.0,15.0,20.0,40.0,69.0,73.0,65,48
2021-07-08 00:00:00,81,21.0,24.0,25.0,61.0,73.0,74.0,58,24
2021-07-10 00:00:00,82,8.0,13.0,16.0,27.0,32.0,62.0,4,31
2021-07-13 00:00:00,83,58.0,68.0,70.0,74.0,76.0,89.0,3,74
2021-07-15 00:00:00,84,2.0,25.0,37.0,54.0,57.0,87.0,80,77
2021-07-17 00:00:00,85,6.0,37.0,64.0,71.0,85.0,87.0,16,23
2021-07-20 00:00:00,86,28.0,34.0,49.0,65.0,79.0,90.0,1,80
2021-07-22 00:00:00,87,1.0,6.0,10.0,61.0,63.0,64.0,15,37
2021-07-24 00:00:00,88,21.0,25.0,40.0,50.0,71.0,87.0,22,18
2021-07-27 00:00:00,89,1.0,6.0,24.0,36.0,82.0,83.0,58,78
2021-07-29 00:00:00,90,3.0,14.0,21.0,31.0,84.0,89.0,45,68
2021-07-31 00:00:00,91,14.0,22.0,36.0,47.0,59.0,61.0,35,56
2021-08-03 00:00:00,92,14.0,55.0,65.0,68.0,78.0,88.0,36,82
2021-08-05 00:00:00,93,28.0,37.0,41.0,44.0,52.0,84.0,86,12
2021-08-07 00:00:00,94,1.0,7.0,34.0,37.0,45.0,49.0,57,57
2021-08-10 00:00:00,95,14.0,16.0,47.0,49.0,53.0,56.0,22,59
2021-08-12 00:00:00,96,17.0,55.0,59.0,61.0,62.0,90.0,21,72
2021-08-14 00:00:00,97,53.0,64.0,72.0,74.0,87.0,89.0,39,4
2021-08-17 00:00:00,98,2.0,3.0,10.0,38.0,64.0,70.0,69,39
2021-08-19 00:00:00,99,3.0,4.0,31.0,80.0,81.0,87.0,53,53
2021-08-21 00:00:00,100,8.0,19.0,35.0,59.0,86.0,90.0,33,53
2021-08-24 00:00:00,101,12.0,27.0,43.0,48.0,63.0,66.0,18,22
2021-08-26 00:00:00,102,17.0,21.0,32.0,40.0,55.0,76.0,89,4
2021-08-28 00:00:00,103,44.0,54.0,56.0,63.0,76.0,77.0,61,75
2021-08-31 00:00:00,104,3.0,5.0,10.0,44.0,76.0,77.0,19,71
2021-09-02 00:00:00,105,5.0,15.0,39.0,72.0,76.0,80.0,12,6
2021-09-04 00:00:00,106,7.0,60.0,68.0,71.0,79.0,80.0,53,68
2021-09-07 00:00:00,107,7.0,20.0,21.0,31.0,67.0,89.0,63,89
2021-09-09 00:00:00,108,6.0,58.0,64.0,73.0,76.0,86.0,59,45
2021-09-11 00:00:00,109,1.0,30.0,36.0,49.0,75.0,85.0,33,73
2021-09-14 00:00:00,110,3.0,14.0,42.0,52.0,69.0,81.0,63,3
2021-09-16 00:00:00,111,12.0,16.0,40.0,46.0,47.0,83.0,57,16
2021-09-18 00:00:00,112,22.0,56.0,60.0,73.0,76.0,80.0,81,4
2021-09-21 00:00:00,113,5.0,6.0,29.0,59.0,68.0,74.0,54,53
2021-09-23 00:00:00,114,8.0,21.0,38.0,42.0,49.0,51.0,2,58
2021-09-25 00:00:00,115,11.0,19.0,61.0,62.0,75.0,76.0,43,24
2021-09-28 00:00:00,116,14.0,18.0,19.0,33.0,34.0,80.0,48,19
2021-09-30 00:00:00,117,7.0,32.0,33.0,36.0,45.0,47.0,43,19
2021-10-02 00:00:00,118,9.0,19.0,40.0,62.0,67.0,71.0,52,58
2021-10-05 00:00:00,119,21.0,40.0,62.0,66.0,73.0,85.0,58,67
2021-10-07 00:00:00,120,15.0,18.0,22.0,26.0,66.0,77.0,67,78
2021-10-09 00:00:00,121,7.0,9.0,70.0,72.0,77.0,86.0,53,20
2021-10-12 00:00:00,122,46.0,53.0,55.0,60.0,64.0,90.0,77,72
2021-10-14 00:00:00,123,8.0,14.0,25.0,59.0,60.0,88.0,27,31
2021-10-16 00:00:00,124,32.0,41.0,50.0,57.0,67.0,89.0,13,90
2021-10-19 00:00:00,125,21.0,28.0,38.0,42.0,66.0,88.0,60,6
2021-10-21 00:00:00,126,9.0,10.0,26.0,27.0,77.0,86.0,16,23
2021-10-23 00:00:00,127,1.0,11.0,12.0,15.0,20.0,83.0,46,80
2021-10-26 00:00:00,128,20.0,24.0,25.0,49.0,57.0,68.0,16,53
2021-10-28 00:00:00,129,2.0,25.0,34.0,67.0,73.0,77.0,36,11
2021-10-30 00:00:00,130,20.0,31.0,41.0,43.0,48.0,79.0,26,46
2021-11-02 00:00:00,131,22.0,27.0,51.0,55.0,77.0,86.0,33,42
2021-11-04 00:00:00,132,22.0,25.0,38.0,41.0,61.0,68.0,24,3
2021-11-06 00:00:00,133,6.0,21.0,56.0,63.0,81.0,85.0,51,61
2021-11-09 00:00:00,134,3.0,6.0,14.0,17.0,54.0,60.0,83,78
2021-11-11 00:00:00,135,4.0,23.0,52.0,65.0,79.0,88.0,37,53
2021-11-13 00:00:00,136,13.0,40.0,60.0,66.0,73.0,75.0,23,49
2021-11-16 00:00:00,137,7.0,17.0,19.0,38.0,66.0,71.0,90,35
2021-11-18 00:00:00,138,22.0,24.0,38.0,42.0,44.0,87.0,67,13
2021-11-20 00:00:00,139,7.0,48.0,58.0,60.0,86.0,87.0,55,22
2021-11-23 00:00:00,140,6.0,17.0,23.0,24.0,43.0,72.0,81,30
2021-11-25 00:00:00,141,6.0,45.0,61.0,82.0,84.0,88.0,16,36
2021-11-27 00:00:00,142,24.0,30.0,38.0,47.0,48.0,78.0,8,57
2021-11-30 00:00:00,143,11.0,34.0,44.0,64.0,75.0,82.0,48,5
2021-12-02 00:00:00,144,15.0,24.0,48.0,60.0,70.0,89.0,34,17
2021-12-04 00:00:00,145,37.0,43.0,68.0,72.0,76.0,85.0,27,11
2021-12-07 00:00:00,146,9.0,12.0,23.0,38.0,59.0,88.0,76,18
2021-12-09 00:00:00,147,10.0,48.0,70.0,75.0,79.0,83.0,82,77
2021-12-11 00:00:00,148,7.0,17.0,45.0,64.0,76.0,81.0,42,72
2021-12-14 00:00:00,149,35.0,59.0,64.0,65.0,68.0,73.0,50,49
2021-12-16 00:00:00,150,12.0,35.0,37.0,41.0,75.0,76.0,16,13
2021-12-18 00:00:00,151,6.0,31.0,44.0,57.0,73.0,77.0,61,80
2021-12-21 00:00:00,152,30.0,49.0,61.0,62.0,79.0,87.0,63,48
2021-12-23 00:00:00,153,11.0,15.0,17.0,37.0,54.0,89.0,8,38
2021-12-27 00:00:00,154,6.0,10.0,11.0,41.0,61.0,80.0,76,47
2021-12-28 00:00:00,155,13.0,19.0,47.0,70.0,77.0,83.0,31,59
2021-12-30 00:00:00,156,10.0,20.0,40.0,55.0,68.0,86.0,26,76
data,conc.,1.0,2.0,3.0,4.0,5.0,6.0,jolly,supers.
2012-01-03 00:00:00,1,35.0,47.0,54.0,68.0,71.0,78.0,33,79
2012-01-05 00:00:00,2,10.0,11.0,12.0,24.0,56.0,71.0,38,28
2012-01-07 00:00:00,3,7.0,15.0,60.0,72.0,77.0,90.0,13,48
2012-01-10 00:00:00,4,14.0,22.0,27.0,28.0,34.0,66.0,69,23
2012-01-12 00:00:00,5,20.0,49.0,53.0,63.0,73.0,84.0,88,49
2012-01-14 00:00:00,6,4.0,12.0,15.0,37.0,53.0,83.0,41,65
2012-01-17 00:00:00,7,9.0,27.0,32.0,51.0,53.0,71.0,62,82
2012-01-19 00:00:00,8,24.0,41.0,44.0,56.0,73.0,90.0,60,66
2012-01-21 00:00:00,9,12.0,19.0,33.0,38.0,62.0,80.0,84,12
2012-01-24 00:00:00,10,27.0,32.0,55.0,68.0,72.0,75.0,84,61
