data,conc.,1.0,2.0,3.0,4.0,5.0,6.0,jolly,supers.
2009-01-07 00:00:00,3,14.0,31.0,35.0,40.0,50.0,66.0,68,16
2009-01-08 00:00:00,4,14.0,23.0,24.0,41.0,71.0,73.0,63,33
2009-01-10 00:00:00,5,2.0,15.0,35.0,54.0,60.0,78.0,27,64
2009-01-13 00:00:00,6,9.0,14.0,21.0,55.0,66.0,90.0,4,28
2009-01-15 00:00:00,7,8.0,15.0,24.0,25.0,44.0,55.0,86,76
2009-01-17 00:00:00,8,13.0,17.0,25.0,55.0,64.0,85.0,11,36
2009-01-20 00:00:00,9,19.0,35.0,49.0,52.0,75.0,79.0,41,7
2009-01-22 00:00:00,10,1.0,2.0,40.0,52.0,67.0,82.0,23,78
2009-01-24 00:00:00,11,2.0,4.0,13.0,23.0,28.0,68.0,49,13
2009-01-27 00:00:00,12,20.0,31.0,44.0,51.0,65.0,74.0,71,66
2009-01-29 00:00:00,13,27.0,32.0,55.0,65.0,76.0,86.0,60,51
2009-01-31 00:00:00,14,1.0,3.0,8.0,38.0,83.0,88.0,16,85
2009-02-03 00:00:00,15,11.0,13.0,17.0,49.0,51.0,61.0,8,13
2009-02-05 00:00:00,16,7.0,18.0,27.0,33.0,35.0,43.0,28,56
2009-02-07 00:00:00,17,8.0,23.0,58.0,61.0,76.0,79.0,90,71
2009-02-10 00:00:00,18,11.0,18.0,47.0,80.0,89.0,90.0,70,9
2009-02-12 00:00:00,19,3.0,24.0,31.0,32.0,61.0,85.0,17,4
2009-02-14 00:00:00,20,7.0,32.0,43.0,50.0,68.0,73.0,31,13
2009-02-17 00:00:00,21,17.0,20.0,63.0,78.0,82.0,85.0,42,78
2009-02-19 00:00:00,22,28.0,30.0,32.0,33.0,34.0,52.0,14,17
2009-02-21 00:00:00,23,6.0,39.0,40.0,41.0,50.0,54.0,2,34
2009-02-24 00:00:00,24,33.0,38.0,47.0,67.0,68.0,81.0,51,90
2009-02-26 00:00:00,25,10.0,19.0,25.0,35.0,51.0,73.0,66,56
2009-02-28 00:00:00,26,6.0,26.0,56.0,65.0,69.0,82.0,19,14
2009-03-03 00:00:00,27,20.0,39.0,42.0,45.0,74.0,77.0,81,12
2009-03-05 00:00:00,28,29.0,36.0,37.0,40.0,70.0,75.0,7,40
2009-03-07 00:00:00,29,4.0,14.0,45.0,53.0,77.0,84.0,69,57
2009-03-10 00:00:00,30,33.0,57.0,63.0,65.0,78.0,88.0,55,79
2009-03-12 00:00:00,31,2.0,10.0,19.0,36.0,78.0,90.0,83,6
2009-03-14 00:00:00,32,10.0,15.0,46.0,51.0,65.0,75.0,29,17
2009-03-17 00:00:00,33,3.0,38.0,44.0,50.0,53.0,70.0,22,64
2009-03-19 00:00:00,34,1.0,39.0,40.0,52.0,54.0,64.0,37,38
2009-03-21 00:00:00,35,4.0,39.0,43.0,59.0,74.0,90.0,30,26
2009-03-24 00:00:00,36,1.0,9.0,11.0,21.0,36.0,47.0,29,20
2009-03-26 00:00:00,37,13.0,21.0,70.0,71.0,72.0,85.0,82,12
2009-03-28 00:00:00,38,1.0,10.0,55.0,61.0,72.0,77.0,30,75
2009-03-31 00:00:00,39,2.0,4.0,16.0,20.0,29.0,53.0,65,16
2009-04-02 00:00:00,40,3.0,12.0,16.0,30.0,84.0,89.0,18,3
2009-04-04 00:00:00,41,2.0,3.0,4.0,27.0,34.0,42.0,59,55
2009-04-07 00:00:00,42,3.0,37.0,54.0,65.0,87.0,89.0,58,16
2009-04-09 00:00:00,43,2.0,23.0,36.0,62.0,75.0,79.0,48,21
2009-04-11 00:00:00,44,6.0,34.0,59.0,61.0,83.0,90.0,53,60
2009-04-14 00:00:00,45,2.0,5.0,20.0,43.0,64.0,83.0,66,4
2009-04-16 00:00:00,46,3.0,9.0,17.0,38.0,54.0,62.0,64,28
2009-04-18 00:00:00,47,20.0,46.0,48.0,62.0,71.0,86.0,44,80
2009-04-21 00:00:00,48,19.0,22.0,26.0,59.0,61.0,71.0,57,88
2009-04-23 00:00:00,49,24.0,29.0,40.0,71.0,74.0,78.0,21,57
2009-04-27 00:00:00,50,7.0,40.0,54.0,64.0,69.0,71.0,67,70
2009-04-28 00:00:00,51,11.0,12.0,32.0,55.0,72.0,87.0,88,36
2009-04-30 00:00:00,52,28.0,64.0,65.0,77.0,85.0,89.0,47,22
2009-05-02 00:00:00,53,2.0,25.0,31.0,38.0,45.0,84.0,24,62
2009-05-05 00:00:00,54,7.0,12.0,19.0,43.0,71.0,77.0,44,36
2009-05-07 00:00:00,55,31.0,43.0,67.0,69.0,76.0,80.0,1,67
2009-05-09 00:00:00,56,9.0,11.0,40.0,48.0,68.0,84.0,6,47
2009-05-12 00:00:00,57,4.0,9.0,22.0,23.0,47.0,73.0,45,2
2009-05-14 00:00:00,58,1.0,22.0,41.0,69.0,73.0,89.0,39,54
2009-05-16 00:00:00,59,39.0,50.0,55.0,57.0,78.0,82.0,81,52
2009-05-19 00:00:00,60,36.0,55.0,62.0,66.0,81.0,85.0,9,33
2009-05-21 00:00:00,61,11.0,14.0,17.0,24.0,39.0,48.0,64,15
2009-05-23 00:00:00,62,9.0,25.0,29.0,43.0,48.0,54.0,65,12
2009-05-26 00:00:00,63,6.0,33.0,35.0,64.0,66.0,77.0,85,50
2009-05-28 00:00:00,64,5.0,27.0,37.0,63.0,67.0,77.0,75,49
2009-05-30 00:00:00,65,1.0,13.0,17.0,31.0,58.0,62.0,74,2
2009-06-03 00:00:00,66,32.0,33.0,37.0,43.0,44.0,79.0,74,71
2009-06-04 00:00:00,67,7.0,57.0,60.0,67.0,69.0,90.0,14,22
2009-06-06 00:00:00,68,8.0,14.0,16.0,18.0,56.0,60.0,69,20
2009-06-09 00:00:00,69,14.0,17.0,39.0,47.0,58.0,85.0,61,45
2009-06-11 00:00:00,70,4.0,10.0,24.0,59.0,72.0,83.0,47,15
2009-06-13 00:00:00,71,8.0,19.0,25.0,73.0,76.0,84.0,33,78
2009-06-16 00:00:00,72,6.0,14.0,39.0,47.0,63.0,82.0,74,61
2009-06-18 00:00:00,73,15.0,27.0,31.0,52.0,74.0,77.0,54,46
2009-06-20 00:00:00,74,1.0,7.0,38.0,58.0,62.0,78.0,79,74
2009-06-23 00:00:00,75,2.0,3.0,37.0,38.0,58.0,59.0,24,53
2009-06-25 00:00:00,76,23.0,36.0,38.0,52.0,62.0,63.0,43,81
2009-06-27 00:00:00,77,29.0,56.0,66.0,77.0,88.0,89.0,45,39
2009-06-30 00:00:00,78,12.0,19.0,24.0,51.0,56.0,78.0,3,87
2009-07-02 00:00:00,79,12.0,13.0,38.0,46.0,47.0,72.0,5,17
2009-07-04 00:00:00,80,6.0,35.0,53.0,67.0,75.0,89.0,2,66
2009-07-07 00:00:00,81,41.0,44.0,55.0,56.0,68.0,79.0,40,17
2009-07-09 00:00:00,82,7.0,29.0,57.0,60.0,79.0,87.0,84,11
2009-07-11 00:00:00,83,8.0,21.0,32.0,33.0,60.0,69.0,48,64
2009-07-14 00:00:00,84,33.0,35.0,47.0,51.0,62.0,89.0,5,74
2009-07-16 00:00:00,85,6.0,35.0,38.0,48.0,58.0,76.0,26,79
2009-07-18 00:00:00,86,4.0,32.0,34.0,56.0,61.0,82.0,81,6
2009-07-21 00:00:00,87,27.0,32.0,40.0,49.0,75.0,82.0,5,84
2009-07-23 00:00:00,88,9.0,12.0,60.0,69.0,72.0,89.0,2,80
2009-07-25 00:00:00,89,7.0,35.0,36.0,41.0,45.0,88.0,52,46
2009-07-28 00:00:00,90,1.0,21.0,29.0,40.0,63.0,70.0,39,26
2009-07-30 00:00:00,91,2.0,68.0,77.0,81.0,83.0,84.0,19,7
2009-08-01 00:00:00,92,17.0,21.0,23.0,31.0,33.0,37.0,79,51
2009-08-04 00:00:00,93,4.0,8.0,51.0,72.0,74.0,88.0,85,41
2009-08-06 00:00:00,94,40.0,41.0,49.0,56.0,61.0,63.0,2,67
2009-08-08 00:00:00,95,24.0,51.0,58.0,61.0,74.0,77.0,43,20
2009-08-11 00:00:00,96,26.0,29.0,40.0,50.0,54.0,72.0,78,85
2009-08-13 00:00:00,97,11.0,29.0,56.0,63.0,88.0,90.0,22,8
2009-08-17 00:00:00,98,4.0,10.0,27.0,28.0,34.0,57.0,71,58
2009-08-18 00:00:00,99,2.0,19.0,43.0,49.0,77.0,82.0,50,7
2009-08-20 00:00:00,100,2.0,16.0,38.0,67.0,70.0,84.0,4,44
2009-08-22 00:00:00,101,10.0,11.0,27.0,45.0,79.0,88.0,42,63
2009-08-25 00:00:00,102,4.0,5.0,22.0,48.0,53.0,86.0,41,10
2009-08-27 00:00:00,103,15.0,20.0,36.0,69.0,74.0,87.0,86,53
2009-08-29 00:00:00,104,15.0,19.0,26.0,34.0,67.0,69.0,50,77
2009-09-01 00:00:00,105,12.0,14.0,19.0,38.0,41.0,45.0,31,28
2009-09-03 00:00:00,106,18.0,54.0,56.0,58.0,62.0,66.0,32,45
2009-09-05 00:00:00,107,15.0,31.0,39.0,49.0,64.0,85.0,56,44
2009-09-08 00:00:00,108,6.0,13.0,41.0,71.0,75.0,86.0,58,36
2009-09-10 00:00:00,109,17.0,39.0,41.0,47.0,77.0,83.0,63,34
2009-09-12 00:00:00,110,5.0,21.0,26.0,45.0,47.0,49.0,11,29
2009-09-15 00:00:00,111,26.0,60.0,61.0,72.0,85.0,88.0,73,54
2009-09-17 00:00:00,112,19.0,32.0,34.0,63.0,74.0,89.0,55,85
2009-09-19 00:00:00,113,4.0,8.0,20.0,21.0,44.0,80.0,77,18
2009-09-22 00:00:00,114,17.0,40.0,50.0,73.0,74.0,82.0,19,28
2009-09-24 00:00:00,115,5.0,9.0,25.0,30.0,76.0,81.0,6,68
2009-09-26 00:00:00,116,34.0,69.0,70.0,73.0,82.0,90.0,80,77
2009-09-29 00:00:00,117,10.0,22.0,24.0,45.0,67.0,76.0,71,48
2009-10-01 00:00:00,118,4.0,19.0,34.0,52.0,68.0,77.0,63,47
2009-10-03 00:00:00,119,28.0,38.0,59.0,60.0,71.0,83.0,54,33
2009-10-06 00:00:00,120,23.0,24.0,49.0,69.0,70.0,72.0,88,4
2009-10-08 00:00:00,121,1.0,12.0,17.0,65.0,70.0,90.0,24,9
2009-10-10 00:00:00,122,9.0,33.0,34.0,52.0,82.0,83.0,51,16
2009-10-13 00:00:00,123,5.0,11.0,40.0,43.0,56.0,82.0,7,23
2009-10-15 00:00:00,124,3.0,29.0,51.0,55.0,73.0,81.0,83,23
2009-10-17 00:00:00,125,8.0,24.0,45.0,47.0,72.0,84.0,78,27
2009-10-20 00:00:00,126,41.0,47.0,49.0,55.0,77.0,90.0,22,75
2009-10-22 00:00:00,127,29.0,33.0,34.0,64.0,65.0,87.0,37,42
2009-10-24 00:00:00,128,6.0,26.0,37.0,38.0,55.0,73.0,22,63
2009-10-27 00:00:00,129,38.0,43.0,44.0,45.0,63.0,77.0,42,49
2009-10-29 00:00:00,130,29.0,37.0,42.0,52.0,54.0,59.0,79,18
2009-10-31 00:00:00,131,13.0,16.0,41.0,49.0,58.0,76.0,47,23
2009-11-03 00:00:00,132,22.0,35.0,44.0,66.0,71.0,88.0,76,44
2009-11-05 00:00:00,133,12.0,20.0,28.0,57.0,74.0,85.0,41,6
2009-11-07 00:00:00,134,9.0,11.0,70.0,74.0,75.0,84.0,80,7
2009-11-10 00:00:00,135,24.0,32.0,56.0,59.0,76.0,81.0,55,85
2009-11-12 00:00:00,136,37.0,43.0,49.0,66.0,73.0,88.0,10,82
2009-11-14 00:00:00,137,15.0,27.0,31.0,40.0,63.0,82.0,53,88
2009-11-17 00:00:00,138,16.0,25.0,28.0,30.0,39.0,51.0,9,51
2009-11-19 00:00:00,139,1.0,35.0,42.0,55.0,57.0,62.0,87,14
2009-11-21 00:00:00,140,36.0,37.0,50.0,57.0,73.0,83.0,69,19
2009-11-24 00:00:00,141,19.0,47.0,69.0,71.0,86.0,87.0,17,49
2009-11-26 00:00:00,142,26.0,31.0,32.0,50.0,61.0,77.0,55,51
2009-11-28 00:00:00,143,3.0,42.0,52.0,67.0,78.0,86.0,57,44
2009-12-01 00:00:00,144,21.0,25.0,36.0,51.0,82.0,90.0,61,66
2009-12-03 00:00:00,145,19.0,30.0,34.0,49.0,54.0,74.0,2,16
2009-12-05 00:00:00,146,20.0,63.0,66.0,74.0,75.0,77.0,88,58
2009-12-09 00:00:00,147,9.0,30.0,50.0,57.0,62.0,70.0,31,41
2009-12-10 00:00:00,148,33.0,36.0,39.0,50.0,65.0,70.0,55,5
2009-12-12 00:00:00,149,10.0,16.0,40.0,55.0,66.0,77.0,36,47
2009-12-15 00:00:00,150,1.0,4.0,48.0,53.0,61.0,85.0,82,84
2009-12-17 00:00:00,151,1.0,23.0,32.0,53.0,66.0,83.0,56,21
2009-12-19 00:00:00,152,9.0,15.0,17.0,34.0,73.0,83.0,67,15
2009-12-22 00:00:00,153,6.0,13.0,17.0,52.0,64.0,82.0,24,35
2009-12-24 00:00:00,154,5.0,25.0,37.0,52.0,62.0,79.0,11,77
2009-12-28 00:00:00,155,34.0,36.0,61.0,62.0,78.0,88.0,55,20
2009-12-29 00:00:00,156,11.0,16.0,21.0,62.0,70.0,84.0,24,4
2009-12-31 00:00:00,157,40.0,41.0,45.0,51.0,52.0,79.0,31,76
data,conc.,1.0,2.0,3.0,4.0,5.0,6.0,jolly,supers.
2006-01-03 00:00:00,1,13.0,14.0,22.0,24.0,46.0,81.0,70,0
2006-01-05 00:00:00,2,8.0,27.0,29.0,38.0,64.0,82.0,37,0
2006-01-07 00:00:00,3,43.0,45.0,80.0,81.0,83.0,86.0,77,0
2006-01-10 00:00:00,4,54.0,58.0,72.0,73.0,82.0,86.0,38,0
2006-01-12 00:00:00,5,26.0,30.0,38.0,55.0,69.0,75.0,11,0
2006-01-14 00:00:00,6,30.0,31.0,33.0,44.0,77.0,89.0,51,0
2006-01-17 00:00:00,7,26.0,27.0,31.0,69.0,78.0,85.0,67,0
2006-01-19 00:00:00,8,25.0,55.0,60.0,69.0,77.0,81.0,34,0
2006-01-21 00:00:00,9,7.0,37.0,44.0,45.0,53.0,68.0,57,0
2006-01-24 00:00:00,10,11.0,13.0,27.0,47.0,82.0,84.0,28,0
2006-01-26 00:00:00,11,9.0,47.0,59.0,73.0,79.0,88.0,18,0
2006-01-28 00:00:00,12,25.0,39.0,74.0,76.0,85.0,88.0,58,0
2006-01-31 00:00:00,13,34.0,38.0,53.0,60.0,72.0,88.0,18,0
2006-02-02 00:00:00,14,3.0,22.0,29.0,54.0,75.0,84.0,78,0
2006-02-04 00:00:00,15,13.0,22.0,43.0,50.0,70.0,76.0,14,0
2006-02-07 00:00:00,16,11.0,18.0,27.0,37.0,65.0,72.0,43,0
2006-02-09 00:00:00,17,7.0,33.0,38.0,51.0,53.0,67.0,57,0
2006-02-11 00:00:00,18,1.0,2.0,8.0,30.0,42.0,43.0,45,0
2006-02-14 00:00:00,19,8.0,44.0,47.0,60.0,66.0,77.0,83,0
2006-02-16 00:00:00,20,5.0,6.0,18.0,34.0,42.0,72.0,8,0
2006-02-18 00:00:00,21,34.0,40.0,42.0,64.0,77.0,88.0,48,0
2006-02-21 00:00:00,22,20.0,58.0,65.0,70.0,77.0,86.0,87,0
2006-02-23 00:00:00,23,17.0,26.0,70.0,76.0,82.0,90.0,72,0
2006-02-25 00:00:00,24,3.0,6.0,44.0,60.0,84.0,86.0,53,0
2006-02-28 00:00:00,25,3.0,21.0,63.0,81.0,87.0,89.0,4,0
2006-03-02 00:00:00,26,4.0,35.0,41.0,66.0,77.0,89.0,68,0
2006-03-04 00:00:00,27,17.0,27.0,29.0,31.0,44.0,46.0,51,0
2006-03-07 00:00:00,28,1.0,7.0,22.0,72.0,79.0,82.0,75,0
2006-03-09 00:00:00,29,10.0,12.0,15.0,51.0,66.0,68.0,60,0
2006-03-11 00:00:00,30,26.0,28.0,55.0,61.0,62.0,85.0,81,0
2006-03-14 00:00:00,31,15.0,20.0,32.0,43.0,45.0,54.0,81,0
2006-03-16 00:00:00,32,8.0,10.0,15.0,42.0,48.0,51.0,25,0
2006-03-18 00:00:00,33,41.0,43.0,52.0,59.0,73.0,82.0,87,0
2006-03-21 00:00:00,34,7.0,8.0,10.0,29.0,40.0,52.0,14,0
2006-03-23 00:00:00,35,10.0,41.0,53.0,62.0,65.0,76.0,26,0
2006-03-25 00:00:00,36,16.0,20.0,29.0,31.0,38.0,45.0,25,0
2006-03-28 00:00:00,37,24.0,25.0,33.0,42.0,57.0,89.0,20,68
2006-03-30 00:00:00,38,1.0,4.0,14.0,30.0,78.0,82.0,70,44
2006-04-01 00:00:00,39,15.0,30.0,33.0,37.0,62.0,78.0,55,23
2006-04-04 00:00:00,40,13.0,25.0,45.0,70.0,78.0,88.0,89,55
2006-04-06 00:00:00,41,13.0,19.0,60.0,61.0,83.0,90.0,10,6
2006-04-08 00:00:00,42,16.0,33.0,60.0,61.0,62.0,63.0,77,51
2006-04-11 00:00:00,43,16.0,19.0,44.0,60.0,76.0,89.0,79,49
2006-04-13 00:00:00,44,27.0,35.0,41.0,46.0,49.0,86.0,24,40
2006-04-15 00:00:00,45,10.0,11.0,13.0,37.0,81.0,84.0,3,63
2006-04-18 00:00:00,46,1.0,4.0,12.0,14.0,66.0,78.0,55,75
2006-04-20 00:00:00,47,32.0,35.0,44.0,58.0,82.0,90.0,52,42
2006-04-22 00:00:00,48,16.0,21.0,59.0,70.0,71.0,83.0,90,37
2006-04-26 00:00:00,49,13.0,18.0,47.0,51.0,60.0,64.0,11,36
2006-04-27 00:00:00,50,8.0,23.0,30.0,53.0,69.0,78.0,36,78
2006-04-29 00:00:00,51,12.0,22.0,53.0,54.0,60.0,77.0,28,7
2006-05-02 00:00:00,52,22.0,42.0,52.0,55.0,62.0,74.0,61,74
2006-05-04 00:00:00,53,11.0,18.0,37.0,52.0,62.0,77.0,59,19
2006-05-06 00:00:00,54,19.0,22.0,46.0,49.0,72.0,85.0,14,10
2006-05-09 00:00:00,55,16.0,23.0,40.0,62.0,79.0,88.0,42,89
2006-05-11 00:00:00,56,14.0,19.0,20.0,26.0,79.0,82.0,47,59
2006-05-13 00:00:00,57,11.0,31.0,38.0,50.0,59.0,62.0,7,56
2006-05-16 00:00:00,58,1.0,4.0,32.0,35.0,36.0,87.0,7,20
2006-05-18 00:00:00,59,1.0,63.0,67.0,71.0,75.0,79.0,28,78
2006-05-20 00:00:00,60,5.0,32.0,39.0,50.0,59.0,77.0,71,18
2006-05-23 00:00:00,61,30.0,36.0,39.0,68.0,71.0,80.0,38,78
2006-05-25 00:00:00,62,19.0,22.0,44.0,61.0,66.0,75.0,77,58
2006-05-27 00:00:00,63,5.0,11.0,33.0,51.0,82.0,85.0,19,1
2006-05-30 00:00:00,64,1.0,16.0,25.0,33.0,54.0,71.0,11,29
2006-06-01 00:00:00,65,18.0,33.0,51.0,66.0,87.0,90.0,5,16
2006-06-03 00:00:00,66,20.0,68.0,70.0,71.0,72.0,81.0,90,41
2006-06-06 00:00:00,67,29.0,31.0,41.0,44.0,64.0,73.0,1,46
2006-06-08 00:00:00,68,5.0,42.0,51.0,66.0,69.0,74.0,22,34
2006-06-10 00:00:00,69,9.0,10.0,63.0,73.0,79.0,90.0,2,62
2006-06-13 00:00:00,70,10.0,13.0,21.0,31.0,48.0,72.0,79,9
2006-06-15 00:00:00,71,6.0,27.0,39.0,43.0,62.0,84.0,67,12
2006-06-17 00:00:00,72,2.0,8.0,43.0,48.0,60.0,67.0,74,79
2006-06-20 00:00:00,73,22.0,26.0,51.0,63.0,64.0,73.0,17,37
2006-06-22 00:00:00,74,8.0,22.0,36.0,48.0,53.0,55.0,29,89
2006-06-24 00:00:00,75,5.0,11.0,24.0,26.0,49.0,68.0,13,54
2006-06-27 00:00:00,76,11.0,29.0,56.0,62.0,68.0,76.0,33,33
2006-06-29 00:00:00,77,27.0,28.0,56.0,67.0,75.0,86.0,79,70
2006-07-01 00:00:00,78,5.0,11.0,40.0,45.0,58.0,75.0,66,12
2006-07-04 00:00:00,79,20.0,45.0,59.0,75.0,84.0,90.0,85,20
2006-07-06 00:00:00,80,21.0,22.0,34.0,55.0,56.0,74.0,63,43
2006-07-08 00:00:00,81,4.0,49.0,54.0,73.0,79.0,83.0,29,8
2006-07-11 00:00:00,82,2.0,12.0,19.0,25.0,31.0,76.0,49,14
2006-07-13 00:00:00,83,15.0,46.0,47.0,67.0,73.0,90.0,51,32
2006-07-15 00:00:00,84,16.0,21.0,27.0,43.0,56.0,64.0,19,78
2006-07-18 00:00:00,85,3.0,27.0,30.0,38.0,43.0,60.0,50,13
2006-07-20 00:00:00,86,22.0,36.0,65.0,72.0,82.0,86.0,27,15
2006-07-22 00:00:00,87,12.0,37.0,46.0,54.0,58.0,79.0,90,40
2006-07-25 00:00:00,88,5.0,35.0,49.0,52.0,65.0,89.0,15,55
2006-07-27 00:00:00,89,26.0,34.0,68.0,82.0,83.0,87.0,42,71
2006-07-29 00:00:00,90,18.0,24.0,46.0,47.0,69.0,70.0,82,41
2006-08-01 00:00:00,91,31.0,37.0,45.0,52.0,74.0,83.0,70,19
2006-08-03 00:00:00,92,21.0,22.0,25.0,53.0,76.0,85.0,7,77
2006-08-05 00:00:00,93,5.0,11.0,21.0,49.0,54.0,84.0,66,69
2006-08-08 00:00:00,94,3.0,4.0,5.0,47.0,55.0,80.0,73,71
2006-08-10 00:00:00,95,6.0,9.0,42.0,48.0,81.0,87.0,63,84
2006-08-12 00:00:00,96,45.0,49.0,63.0,67.0,82.0,90.0,72,56
2006-08-16 00:00:00,97,8.0,25.0,28.0,57.0,71.0,72.0,83,66
2006-08-17 00:00:00,98,4.0,25.0,30.0,40.0,41.0,62.0,38,55
2006-08-19 00:00:00,99,6.0,59.0,77.0,81.0,82.0,88.0,61,74
2006-08-22 00:00:00,100,3.0,8.0,16.0,64.0,72.0,73.0,22,61
2006-08-24 00:00:00,101,3.0,27.0,29.0,46.0,47.0,61.0,15,24
2006-08-26 00:00:00,102,3.0,9.0,14.0,55.0,62.0,83.0,79,45
2006-08-29 00:00:00,103,46.0,49.0,50.0,57.0,68.0,69.0,14,90
2006-08-31 00:00:00,104,2.0,11.0,17.0,33.0,79.0,87.0,7,79
2006-09-02 00:00:00,105,26.0,33.0,35.0,45.0,54.0,61.0,10,61
2006-09-05 00:00:00,106,16.0,21.0,51.0,64.0,65.0,89.0,63,42
2006-09-07 00:00:00,107,1.0,3.0,29.0,63.0,72.0,85.0,55,49
2006-09-09 00:00:00,108,7.0,10.0,24.0,31.0,81.0,84.0,4,74
2006-09-12 00:00:00,109,8.0,22.0,36.0,43.0,76.0,77.0,23,88
2006-09-14 00:00:00,110,10.0,22.0,27.0,34.0,56.0,85.0,16,29
2006-09-16 00:00:00,111,14.0,34.0,35.0,37.0,41.0,61.0,31,46
2006-09-19 00:00:00,112,4.0,6.0,8.0,14.0,21.0,28.0,56,7
2006-09-21 00:00:00,113,2.0,8.0,27.0,30.0,35.0,87.0,21,29
2006-09-23 00:00:00,114,8.0,23.0,39.0,52.0,75.0,81.0,65,86
2006-09-26 00:00:00,115,6.0,9.0,10.0,20.0,60.0,83.0,81,16
2006-09-28 00:00:00,116,52.0,58.0,61.0,62.0,65.0,69.0,53,66
2006-09-30 00:00:00,117,3.0,47.0,63.0,66.0,67.0,69.0,56,90
2006-10-03 00:00:00,118,14.0,24.0,33.0,41.0,53.0,82.0,47,35
2006-10-05 00:00:00,119,4.0,40.0,60.0,71.0,72.0,90.0,21,53
2006-10-07 00:00:00,120,15.0,29.0,30.0,68.0,79.0,85.0,26,6
2006-10-10 00:00:00,121,6.0,13.0,34.0,52.0,63.0,83.0,16,10
2006-10-12 00:00:00,122,12.0,46.0,52.0,55.0,65.0,90.0,32,28
2006-10-14 00:00:00,123,12.0,37.0,38.0,42.0,79.0,82.0,60,12
2006-10-17 00:00:00,124,4.0,18.0,24.0,49.0,66.0,81.0,70,80
2006-10-19 00:00:00,125,34.0,36.0,44.0,50.0,71.0,80.0,85,83
2006-10-21 00:00:00,126,4.0,5.0,21.0,26.0,42.0,79.0,84,28
2006-10-24 00:00:00,127,4.0,25.0,43.0,45.0,71.0,90.0,52,85
2006-10-26 00:00:00,128,42.0,44.0,45.0,47.0,72.0,79.0,15,79
2006-10-28 00:00:00,129,15.0,29.0,50.0,57.0,79.0,88.0,84,61
2006-10-31 00:00:00,130,8.0,19.0,27.0,43.0,51.0,79.0,22,15
2006-11-02 00:00:00,131,2.0,4.0,5.0,9.0,22.0,75.0,79,31
2006-11-04 00:00:00,132,14.0,37.0,48.0,50.0,65.0,66.0,87,18
2006-11-07 00:00:00,133,10.0,27.0,42.0,72.0,75.0,87.0,44,49
2006-11-09 00:00:00,134,5.0,6.0,28.0,61.0,77.0,87.0,71,16
2006-11-11 00:00:00,135,22.0,36.0,40.0,44.0,46.0,76.0,30,69
2006-11-14 00:00:00,136,8.0,12.0,14.0,66.0,76.0,88.0,45,69
2006-11-16 00:00:00,137,36.0,42.0,46.0,51.0,72.0,84.0,65,62
2006-11-18 00:00:00,138,36.0,55.0,59.0,81.0,82.0,89.0,20,6
2006-11-21 00:00:00,139,2.0,3.0,35.0,41.0,48.0,88.0,5,1
2006-11-23 00:00:00,140,23.0,29.0,42.0,44.0,59.0,82.0,38,17
2006-11-25 00:00:00,141,1.0,2.0,4.0,44.0,75.0,80.0,33,30
2006-11-28 00:00:00,142,50.0,51.0,57.0,59.0,64.0,74.0,28,14
2006-11-30 00:00:00,143,1.0,31.0,51.0,73.0,77.0,88.0,89,53
2006-12-02 00:00:00,144,25.0,45.0,63.0,71.0,74.0,88.0,90,4
2006-12-05 00:00:00,145,3.0,12.0,22.0,65.0,77.0,84.0,4,27
2006-12-07 00:00:00,146,4.0,19.0,31.0,51.0,56.0,57.0,24,81
2006-12-09 00:00:00,147,21.0,23.0,28.0,48.0,49.0,54.0,65,7
2006-12-12 00:00:00,148,7.0,17.0,44.0,63.0,64.0,88.0,8,56
2006-12-14 00:00:00,149,1.0,31.0,48.0,75.0,78.0,81.0,28,59
2006-12-16 00:00:00,150,14.0,28.0,40.0,52.0,54.0,83.0,25,61
2006-12-19 00:00:00,151,10.0,19.0,32.0,44.0,56.0,76.0,15,50
2006-12-21 00:00:00,152,2.0,10.0,30.0,43.0,56.0,83.0,64,47
2006-12-23 00:00:00,153,8.0,13.0,16.0,17.0,49.0,68.0,15,13
2006-12-27 00:00:00,154,3.0,11.0,28.0,29.0,68.0,88.0,39,90
2006-12-28 00:00:00,155,15.0,43.0,45.0,66.0,74.0,87.0,86,70
2006-12-30 00:00:00,156,2.0,20.0,32.0,51.0,53.0,83.0,47,43
data,conc.,1.0,2.0,3.0,4.0,5.0,6.0,jolly,supers.
2013-01-02 00:00:00,1,10.0,11.0,43.0,54.0,61.0,83.0,87,39
2013-01-03 00:00:00,2,12.0,14.0,41.0,51.0,69.0,90.0,15,82
2013-01-05 00:00:00,3,3.0,11.0,38.0,59.0,67.0,74.0,31,2
2013-01-08 00:00:00,4,28.0,32.0,52.0,74.0,79.0,80.0,15,11
2013-01-10 00:00:00,5,1.0,16.0,22.0,54.0,73.0,76.0,62,83
2013-01-12 00:00:00,6,9.0,12.0,13.0,30.0,48.0,86.0,72,20
2013-01-15 00:00:00,7,12.0,24.0,40.0,42.0,70.0,84.0,76,82
2013-01-17 00:00:00,8,25.0,34.0,38.0,69.0,83.0,86.0,4,30
2013-01-19 00:00:00,9,1.0,6.0,23.0,52.0,58.0,65.0,84,51
2013-01-22 00:00:00,10,8.0,51.0,52.0,60.0,83.0,88.0,78,13
2013-01-24 00:00:00,11,15.0,17.0,47.0,53.0,64.0,80.0,30,86
