Data,Concorso,Num1,Num2,Num3,Num4,Num5,Num6,Jolly,SuperStar,Ritardo_Num1,Ritardo_Num2,Ritardo_Num3,Ritardo_Num4,Ritardo_Num5,Ritardo_Num6,Freq_Media_10_Num1,Freq_Media_10_Num2,Freq_Media_10_Num3,Freq_Media_10_Num4,Freq_Media_10_Num5,Freq_Media_10_Num6,Ritardo_Num1,Ritardo_Num2,Ritardo_Num3,Ritardo_Num4,Ritardo_Num5,Ritardo_Num6,Num_Piu_Frequente_50_Num1,Num_Piu_Frequente_50_Num2,Num_Piu_Frequente_50_Num3,Num_Piu_Frequente_50_Num4,Num_Piu_Frequente_50_Num5,Num_Piu_Frequente_50_Num6
2012-06-23,75,2,6,26,42,55,86,3,15,63,14,28,11,11,30,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,40,11,11,6,43,19,1.0,16.0,27.0,54.0,75.0,89.0
2012-06-26,76,13,30,46,48,70,88,10,9,5,6,30,2,8,32,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,3,13,32,3,25,22,1.0,16.0,27.0,54.0,75.0,89.0
2012-06-28,77,6,20,25,42,57,80,49,63,2,7,12,2,23,41,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,10,15,10,5,38,4,1.0,16.0,27.0,54.0,57.0,89.0
2012-06-30,78,17,20,21,39,44,89,75,83,47,1,43,4,11,13,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,9,2,10,14,2,2,1.0,16.0,27.0,54.0,57.0,89.0
2012-07-03,79,2,12,17,60,63,78,61,56,4,14,1,23,11,10,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,42,17,9,56,8,66,1.0,16.0,27.0,54.0,57.0,89.0
2012-07-05,80,15,59,64,65,76,79,17,26,13,29,25,7,22,26,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,11,23,41,3,18,23,6.0,16.0,27.0,49.0,57.0,89.0
2012-07-07,81,15,25,26,53,74,76,28,25,1,4,6,25,14,1,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,10,29,1,30,4,1,6.0,16.0,27.0,49.0,57.0,89.0
2012-07-10,82,19,32,33,66,75,78,21,36,27,14,19,17,8,3,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,11,6,12,19,6,2,6.0,16.0,27.0,49.0,57.0,89.0
2012-07-12,83,40,42,54,66,77,86,39,47,12,6,14,1,10,8,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,18,18,11,6,4,13,6.0,16.0,27.0,66.0,57.0,89.0
2012-07-14,84,27,38,70,75,78,82,69,28,24,17,8,2,2,15,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,12,3,11,5,9,4,6.0,16.0,27.0,66.0,57.0,89.0
2012-07-17,85,8,28,35,53,57,61,36,14,19,32,30,4,8,33,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,18,5,50,17,22,2,9.0,16.0,27.0,66.0,57.0,89.0
2012-07-19,86,5,36,51,55,69,79,48,86,28,41,23,11,12,6,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,20,8,37,11,15,31,9.0,16.0,27.0,53.0,57.0,89.0
2012-07-21,87,22,24,49,58,72,85,25,52,35,13,16,19,22,26,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,5,5,3,1,9,29,6.0,16.0,39.0,53.0,57.0,89.0
2012-07-24,88,2,45,55,77,84,88,65,7,9,27,2,5,25,12,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,12,27,41,3,9,2,6.0,16.0,39.0,53.0,57.0,89.0
2012-07-26,89,11,18,30,59,76,77,5,54,38,136,13,9,8,1,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,15,1,8,5,14,2,6.0,16.0,39.0,53.0,77.0,89.0
2012-07-28,90,9,17,67,68,80,81,1,87,16,11,23,37,13,22,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,29,13,11,69,7,5,9.0,16.0,39.0,53.0,77.0,85.0
2012-07-31,91,29,82,83,84,87,89,13,49,24,7,19,3,18,13,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,20,139,13,25,17,16,9.0,16.0,39.0,53.0,77.0,85.0
2012-08-02,92,2,8,55,66,73,83,32,83,4,7,4,9,29,1,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,12,3,3,18,3,24,9.0,16.0,39.0,66.0,77.0,85.0
2012-08-04,93,12,35,47,56,74,87,67,13,14,8,23,27,12,2,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,34,28,6,19,9,32,2.0,16.0,39.0,66.0,77.0,85.0
2012-08-07,94,24,50,57,62,72,77,38,75,7,56,9,21,7,5,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,55,1,24,13,5,35,2.0,16.0,39.0,66.0,77.0,85.0
2012-08-09,95,19,30,32,39,47,71,35,42,13,6,13,17,2,23,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,5,14,5,7,31,3,2.0,16.0,39.0,66.0,77.0,85.0
2012-08-11,96,4,11,13,42,54,75,82,50,90,7,20,13,13,12,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,6,18,1,3,1,8,2.0,11.0,25.0,66.0,77.0,85.0
2012-08-14,97,19,22,23,28,41,74,61,84,2,10,31,12,38,4,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,3,7,12,6,29,15,2.0,11.0,25.0,66.0,77.0,85.0
2012-08-16,98,38,39,46,74,85,89,82,21,14,3,22,1,11,7,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,30,6,10,8,15,2,2.0,16.0,25.0,66.0,77.0,89.0
2012-08-18,99,3,5,11,34,43,49,2,24,28,13,3,30,37,12,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,8,8,5,1,26,43,2.0,16.0,25.0,66.0,77.0,89.0
2012-08-21,100,35,42,62,67,76,78,49,85,7,4,6,10,11,16,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,16,50,8,18,14,2,2.0,16.0,25.0,66.0,77.0,85.0
2012-08-23,101,5,27,36,40,46,64,4,52,2,17,15,18,3,21,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,13,1,6,73,10,4,2.0,16.0,25.0,66.0,77.0,85.0
2012-08-25,102,7,38,66,67,71,88,43,40,99,4,10,2,7,14,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,7,25,3,28,10,15,2.0,38.0,25.0,66.0,77.0,89.0
2012-08-28,103,15,27,30,34,75,80,70,71,22,2,8,4,7,13,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,2,37,17,46,36,3,2.0,38.0,30.0,66.0,75.0,89.0
2012-08-30,104,17,20,22,40,52,62,14,43,14,26,7,3,31,4,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,3,8,11,19,31,1,2.0,38.0,30.0,66.0,75.0,89.0
2012-09-01,105,6,20,31,33,63,74,75,57,28,1,36,23,26,7,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,8,6,31,7,19,4,2.0,20.0,30.0,66.0,75.0,89.0
2012-09-04,106,34,42,58,60,82,83,72,28,3,6,19,27,15,14,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,10,6,14,1,16,1,2.0,20.0,26.0,66.0,75.0,89.0
2012-09-06,107,16,29,39,49,59,64,18,41,41,16,9,8,18,6,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,24,9,1,22,39,28,2.0,20.0,39.0,40.0,75.0,89.0
2012-09-08,108,5,13,31,42,43,73,60,21,7,12,3,2,9,16,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,11,17,9,9,15,21,2.0,20.0,31.0,42.0,75.0,75.0
2012-09-11,109,8,33,42,44,48,89,43,9,17,4,1,31,33,11,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,17,7,5,11,4,28,2.0,20.0,31.0,42.0,75.0,89.0
2012-09-13,110,12,26,27,46,65,77,15,50,17,29,7,9,30,16,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,27,7,6,35,2,10,2.0,20.0,31.0,42.0,75.0,89.0
2012-09-15,111,21,23,32,35,36,72,4,68,33,14,16,11,10,17,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,8,33,8,34,23,6,2.0,20.0,32.0,42.0,75.0,89.0
2012-09-18,112,3,10,18,25,50,68,66,45,13,50,23,31,18,22,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,18,31,9,2,10,8,2.0,20.0,39.0,42.0,75.0,89.0
2012-09-20,113,10,17,50,65,75,86,57,8,1,9,1,3,10,30,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,11,7,6,26,35,29,2.0,20.0,39.0,42.0,75.0,89.0
2012-09-22,114,1,28,29,68,84,85,27,81,42,17,7,2,23,16,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,5,5,3,4,14,21,2.0,20.0,39.0,42.0,75.0,89.0
2012-09-25,115,21,23,33,46,61,76,10,32,4,4,6,5,30,15,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,4,8,16,4,21,21,2.0,20.0,39.0,42.0,75.0,83.0
2012-09-27,116,3,8,10,31,77,79,61,58,4,7,3,8,6,30,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,21,18,5,1,32,5,2.0,20.0,39.0,42.0,75.0,83.0
2012-09-29,117,6,7,33,53,64,90,38,17,12,15,2,32,10,44,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,9,42,13,10,11,4,2.0,20.0,33.0,42.0,75.0,83.0
2012-10-02,118,36,52,69,71,78,84,1,16,7,14,32,16,18,4,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,17,33,6,51,1,29,2.0,20.0,33.0,42.0,75.0,83.0
2012-10-04,119,21,25,47,62,79,87,37,51,4,7,24,15,3,26,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,16,3,10,22,1,30,2.0,20.0,33.0,42.0,75.0,83.0
2012-10-06,120,13,40,41,56,82,87,74,47,12,16,23,27,14,1,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,11,10,18,48,6,38,2.0,20.0,33.0,42.0,75.0,89.0
2012-10-09,121,6,9,37,67,83,88,26,19,4,31,49,19,15,19,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,5,15,75,9,7,8,2.0,20.0,33.0,42.0,75.0,88.0
2012-10-11,122,16,34,50,58,80,90,33,71,15,16,9,16,19,5,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,5,3,7,9,26,1,2.0,20.0,33.0,42.0,75.0,88.0
2012-10-13,123,14,17,38,58,60,81,79,57,64,10,21,1,17,33,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,29,8,18,17,11,15,2.0,20.0,33.0,42.0,75.0,88.0
2012-10-16,124,1,20,24,27,46,60,18,1,10,19,30,14,9,1,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,12,7,27,10,5,10,2.0,20.0,33.0,42.0,75.0,88.0
2012-10-18,125,7,41,56,61,68,84,89,6,8,5,5,10,11,7,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,12,5,26,12,9,3,6.0,20.0,33.0,42.0,75.0,88.0
2012-10-20,126,2,5,28,36,69,81,29,61,34,18,12,8,8,3,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,3,4,6,24,24,11,2.0,20.0,33.0,42.0,75.0,89.0
2012-10-23,127,45,50,65,67,78,79,43,77,39,5,14,6,9,8,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,26,4,4,18,20,4,2.0,20.0,33.0,67.0,75.0,79.0
2012-10-25,128,15,23,51,52,77,90,19,19,25,13,42,10,12,6,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,12,3,14,1,41,6,2.0,17.0,33.0,67.0,75.0,79.0
2012-10-27,129,15,33,34,43,49,75,9,13,1,12,7,21,22,16,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,18,1,3,33,3,25,15.0,17.0,33.0,67.0,75.0,79.0
2012-10-30,130,10,32,46,61,70,75,73,13,14,19,6,5,46,1,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,3,37,11,10,11,29,15.0,17.0,33.0,67.0,75.0,75.0
2012-11-03,131,1,4,8,47,74,87,26,69,7,35,15,12,26,11,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,24,48,3,2,7,10,1.0,17.0,33.0,67.0,75.0,87.0
2012-11-05,132,7,14,15,17,57,66,8,38,7,9,3,9,38,30,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,8,10,9,53,3,46,1.0,17.0,30.0,67.0,77.0,87.0
2012-11-06,133,18,20,22,76,82,84,89,57,21,9,29,18,13,8,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,4,12,1,17,1,19,1.0,20.0,22.0,67.0,78.0,87.0
2012-11-08,134,9,31,39,44,72,81,67,16,13,18,27,25,23,8,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,9,6,16,16,21,17,1.0,20.0,22.0,67.0,72.0,81.0
2012-11-10,135,1,34,46,51,60,75,23,18,4,6,5,7,11,5,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,2,29,127,11,10,13,1.0,20.0,46.0,67.0,72.0,75.0
2012-11-13,136,3,20,57,62,79,84,61,72,20,3,4,17,9,3,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,20,6,6,28,8,91,1.0,20.0,46.0,67.0,72.0,75.0
2012-11-15,137,12,24,53,66,74,83,86,69,27,13,20,5,6,16,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,33,10,3,1,4,19,1.0,20.0,46.0,67.0,74.0,75.0
2012-11-17,138,8,10,39,60,77,84,23,90,7,8,4,3,10,2,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,13,5,8,1,2,7,1.0,20.0,39.0,67.0,74.0,84.0
2012-11-20,139,9,11,29,41,67,70,69,1,5,40,25,14,12,9,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,19,15,8,10,1,8,1.0,20.0,39.0,67.0,74.0,84.0
2012-11-22,140,20,25,51,59,77,88,37,13,4,21,5,33,2,19,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,1,7,12,25,14,4,1.0,20.0,39.0,67.0,77.0,84.0
2012-11-24,141,12,26,34,42,48,63,33,42,4,31,6,32,32,36,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,6,3,12,59,31,2,1.0,20.0,39.0,67.0,77.0,84.0
2012-11-27,142,5,13,56,65,78,82,74,58,16,22,17,15,15,9,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,23,37,21,7,22,12,1.0,20.0,39.0,67.0,77.0,84.0
2012-11-29,143,1,13,17,29,54,63,60,28,8,1,11,4,47,2,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,11,3,26,2,11,10,1.0,20.0,39.0,67.0,77.0,84.0
2012-12-01,144,6,20,25,45,56,60,48,66,23,4,4,17,2,6,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,7,17,9,6,35,23,1.0,20.0,39.0,67.0,77.0,84.0
2012-12-04,145,19,33,35,42,49,83,9,24,48,16,34,4,16,8,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,5,23,8,50,18,25,1.0,20.0,39.0,42.0,77.0,84.0
2012-12-06,146,15,18,47,70,74,89,62,88,14,13,15,7,9,37,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,7,18,46,15,4,9,1.0,20.0,39.0,67.0,77.0,84.0
2012-12-10,147,11,28,38,49,66,77,2,79,8,21,24,2,10,7,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,39,29,1,2,7,2,1.0,20.0,39.0,67.0,77.0,84.0
2012-12-11,148,6,8,10,11,16,61,26,87,4,10,10,1,26,18,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,7,4,8,57,23,9,1.0,20.0,39.0,67.0,77.0,84.0
2012-12-13,149,9,25,48,61,73,82,16,84,10,5,8,1,41,7,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,4,5,10,7,5,25,1.0,20.0,39.0,67.0,77.0,84.0
2012-12-15,150,15,26,35,39,53,59,11,66,4,9,5,12,13,10,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,11,16,4,8,53,5,1.0,20.0,39.0,42.0,77.0,84.0
2012-12-18,151,22,56,60,62,79,87,61,2,18,7,7,15,15,20,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,32,2,9,8,41,28,1.0,20.0,39.0,42.0,77.0,84.0
2012-12-20,152,6,19,26,27,52,65,32,48,4,7,2,28,24,10,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,604,594,583,618,583,634,6.0,20.0,39.0,42.0,77.0,84.0
2012-12-22,153,24,50,53,59,80,85,32,3,16,26,3,3,31,39,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,582,600,581,580,585,1,6.0,20.0,39.0,42.0,77.0,84.0
2012-12-24,154,6,22,31,37,38,51,35,50,2,3,20,33,7,14,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,585,582,615,1,583,584,6.0,20.0,31.0,42.0,77.0,84.0
2012-12-27,155,28,52,57,71,81,87,7,28,8,3,19,37,21,4,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,1,582,2,608,582,597,6.0,20.0,39.0,42.0,77.0,84.0
2012-12-29,156,31,39,51,84,86,89,45,48,2,6,2,18,43,10,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,596,603,2,593,591,613,6.0,20.0,39.0,42.0,77.0,84.0
2013-01-02,1,10,11,43,54,61,83,87,39,16,14,13,18,34,12,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,255,248,310,251,254,252,6.0,20.0,51.0,42.0,77.0,84.0
2013-01-03,2,12,14,41,51,69,90,15,82,24,19,30,13,52,42,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,252,255,252,1,255,267,6.0,20.0,51.0,61.0,77.0,84.0
2013-01-05,3,3,11,38,59,67,74,31,2,5,2,47,28,53,15,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,262,267,264,266,270,295,6.0,20.0,38.0,59.0,77.0,84.0
2013-01-08,4,28,32,52,74,79,80,15,11,17,15,21,1,41,30,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,2,3,251,253,252,267,6.0,20.0,38.0,59.0,77.0,84.0
2013-01-10,5,1,16,22,54,73,76,62,83,7,19,27,4,29,21,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,252,294,254,286,261,257,1.0,20.0,38.0,59.0,77.0,84.0
2013-01-12,6,9,12,13,30,48,86,72,20,42,4,20,21,24,87,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,5,261,257,5,260,2,1.0,20.0,38.0,59.0,77.0,84.0
2013-01-15,7,12,24,40,42,70,84,76,82,1,50,24,34,84,29,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,2,258,268,256,262,4,1.0,20.0,38.0,42.0,77.0,84.0
2013-01-17,8,25,34,38,69,83,86,4,30,31,50,5,6,7,2,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,7,266,294,5,272,1,6.0,20.0,38.0,42.0,77.0,84.0
2013-01-19,9,1,6,23,52,58,65,84,51,4,11,29,5,60,31,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,265,278,269,265,257,1,1.0,20.0,38.0,42.0,77.0,84.0
2013-01-22,10,8,51,52,60,83,88,78,13,24,8,1,58,2,23,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,1,4,2,9,285,258,1.0,20.0,38.0,42.0,79.0,84.0
2013-01-24,11,15,17,47,53,64,80,30,86,23,25,50,22,30,7,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,276,261,4,3,4,274,1.0,20.0,38.0,42.0,79.0,84.0
2013-01-26,12,10,12,27,39,78,84,71,35,11,5,46,65,30,5,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,8,261,265,1,7,2,1.0,20.0,38.0,42.0,79.0,84.0
2013-01-29,13,6,12,18,22,25,82,42,25,4,1,56,8,5,40,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,8,1,6,2,2,3,1.0,20.0,38.0,42.0,74.0,84.0
2013-01-31,14,37,42,47,49,53,63,16,75,49,7,3,28,3,33,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,266,12,272,7,263,271,1.0,20.0,38.0,42.0,74.0,84.0
2013-02-02,15,9,18,39,63,64,85,74,84,9,2,3,1,4,62,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,3,262,10,3,12,7,1.0,20.0,38.0,42.0,74.0,84.0
2013-02-05,16,7,13,49,71,80,88,62,13,35,10,2,39,5,6,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,13,14,264,4,8,6,1.0,20.0,38.0,42.0,74.0,84.0
2013-02-07,17,4,5,55,77,80,81,3,81,19,19,46,39,1,35,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,2,13,272,1,11,6,1.0,20.0,38.0,42.0,74.0,84.0
2013-02-09,18,4,11,32,51,66,81,26,49,1,15,14,8,30,1,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,9,6,4,10,8,2,1.0,11.0,38.0,42.0,74.0,84.0
2013-02-12,19,6,21,41,72,73,80,52,14,6,39,17,49,14,2,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,1,6,269,2,8,275,6.0,11.0,38.0,42.0,73.0,84.0
2013-02-14,20,24,32,44,60,64,76,25,76,13,2,36,10,5,15,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,5,14,279,267,9,18,6.0,11.0,38.0,42.0,64.0,84.0
2013-02-16,21,6,32,35,43,53,69,82,8,2,1,49,20,7,13,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,19,1,15,301,286,271,6.0,11.0,35.0,42.0,53.0,84.0
2013-02-19,22,3,34,37,55,82,90,61,46,19,14,8,5,9,20,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,298,18,1,2,8,290,6.0,11.0,35.0,42.0,53.0,84.0
2013-02-21,23,4,16,35,57,69,88,87,21,5,18,2,44,2,7,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,4,5,7,2,2,1,6.0,11.0,35.0,42.0,53.0,84.0
2013-02-23,24,1,11,21,50,67,75,52,34,15,6,5,49,21,42,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,1,4,298,286,18,14,6.0,11.0,35.0,42.0,53.0,84.0
2013-02-26,25,20,25,51,59,84,90,10,42,36,12,7,22,13,3,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,6,3,18,8,284,16,6.0,11.0,35.0,59.0,53.0,84.0
