Data,Concorso,Num1,Num2,Num3,Num4,Num5,Num6,Jolly,SuperStar,Ritardo_Num1,Ritardo_Num2,Ritardo_Num3,Ritardo_Num4,Ritardo_Num5,Ritardo_Num6,Freq_Media_10_Num1,Freq_Media_10_Num2,Freq_Media_10_Num3,Freq_Media_10_Num4,Freq_Media_10_Num5,Freq_Media_10_Num6,Ritardo_Num1,Ritardo_Num2,Ritardo_Num3,Ritardo_Num4,Ritardo_Num5,Ritardo_Num6,Num_Piu_Frequente_50_Num1,Num_Piu_Frequente_50_Num2,Num_Piu_Frequente_50_Num3,Num_Piu_Frequente_50_Num4,Num_Piu_Frequente_50_Num5,Num_Piu_Frequente_50_Num6
1997-12-03,1,20,36,39,41,72,76,88,0,46,92,14,29,12,20,0.01098901098901099,0.01098901098901099,0.01098901098901099,0.01098901098901099,0.01098901098901099,0.01098901098901099,3,35,6,20,15,9,20.0,36.0,39.0,41.0,72.0,76.0
1997-12-06,2,2,4,25,29,30,52,24,0,4,4,17,16,13,32,0.02197802197802198,0.02197802197802198,0.02197802197802198,0.02197802197802198,0.02197802197802198,0.02197802197802198,2,3,12,12,5,24,2.0,4.0,25.0,29.0,30.0,52.0
1997-12-10,3,1,2,14,23,78,88,40,0,5,1,31,17,28,30,0.03296703296703297,0.03296703296703297,0.03296703296703297,0.03296703296703297,0.03296703296703297,0.03296703296703297,16,31,3,6,18,4,1.0,2.0,14.0,23.0,30.0,52.0
1997-12-13,4,5,22,34,61,62,77,58,0,6,32,16,23,52,72,0.04395604395604396,0.04395604395604396,0.04395604395604396,0.04395604395604396,0.04395604395604396,0.04395604395604396,14,2,7,3,17,13,1.0,2.0,14.0,23.0,30.0,52.0
1997-12-17,5,10,65,77,80,81,86,89,0,38,23,1,52,19,25,0.054945054945054944,0.054945054945054944,0.054945054945054944,0.054945054945054944,0.054945054945054944,0.054945054945054944,2,4,17,6,57,27,1.0,2.0,14.0,23.0,30.0,52.0
1997-12-20,6,3,27,48,58,78,90,45,0,8,45,32,18,3,66,0.06593406593406594,0.06593406593406594,0.06593406593406594,0.06593406593406594,0.06593406593406594,0.06593406593406594,41,1,3,8,5,5,1.0,2.0,14.0,23.0,78.0,52.0
1997-12-24,7,13,59,63,75,85,87,52,0,31,43,42,26,74,23,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,5,2,16,3,24,31,1.0,2.0,14.0,23.0,78.0,52.0
1997-12-27,8,8,26,35,43,55,67,69,0,25,52,36,33,29,50,0.08791208791208792,0.08791208791208792,0.08791208791208792,0.08791208791208792,0.08791208791208792,0.08791208791208792,37,6,12,17,1,3,1.0,2.0,14.0,23.0,78.0,52.0
1997-12-31,9,34,36,71,76,86,89,82,0,5,8,41,8,4,72,0.0989010989010989,0.0989010989010989,0.0989010989010989,0.0989010989010989,0.0989010989010989,0.0989010989010989,2,14,9,17,35,22,1.0,36.0,14.0,23.0,78.0,52.0
1998-01-03,1,2,29,36,72,82,90,71,0,3,15,59,15,32,14,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,5,2,7,1294,10,1,2.0,36.0,14.0,23.0,78.0,90.0
1998-01-07,2,20,23,24,29,66,73,30,0,35,32,34,1,26,37,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,17,5,1284,1274,18,1285,2.0,36.0,14.0,29.0,78.0,90.0
1998-01-10,3,24,33,37,40,60,86,32,0,1,15,16,15,24,26,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,5,21,8,20,20,8,2.0,36.0,14.0,29.0,78.0,86.0
1998-01-14,4,16,37,49,52,53,82,57,0,29,1,20,15,94,3,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,19,1281,1294,1299,1,3,2.0,36.0,14.0,29.0,78.0,86.0
1998-01-17,5,29,37,49,51,55,74,86,0,3,1,1,19,28,27,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,21,9,5,1,17,11,2.0,36.0,49.0,29.0,55.0,86.0
1998-01-21,6,22,25,26,49,59,85,62,0,26,34,34,1,19,25,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,10,6,13,24,14,7,2.0,36.0,49.0,29.0,55.0,86.0
1998-01-24,7,3,4,39,43,56,81,82,0,9,9,30,51,95,69,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,12,1,1,9,17,12,2.0,4.0,39.0,29.0,55.0,86.0
1998-01-28,8,2,3,49,51,63,79,43,0,7,1,2,3,19,19,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,21,14,2,17,1281,1,2.0,4.0,49.0,29.0,55.0,86.0
1998-01-31,9,6,13,26,33,34,78,65,0,11,54,3,6,39,70,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,11,1285,1280,6,1289,23,2.0,4.0,49.0,29.0,55.0,86.0
1998-02-04,10,18,23,24,35,48,82,38,0,31,8,7,26,26,6,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,1292,8,3,2,4,1298,2.0,4.0,49.0,29.0,55.0,82.0
1998-02-07,11,8,9,23,34,64,89,1,0,48,22,1,2,33,26,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,21,6,5,1,2,4,2.0,4.0,49.0,29.0,55.0,82.0
1998-02-11,12,2,15,63,65,68,78,71,0,4,49,4,43,27,3,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,1317,18,27,7,16,6,2.0,4.0,49.0,29.0,55.0,78.0
1998-02-14,13,37,40,46,51,58,66,84,0,8,10,37,5,28,11,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,13,23,4,1306,2,12,2.0,4.0,49.0,51.0,55.0,78.0
1998-02-18,14,10,12,29,41,45,50,52,0,41,26,9,26,31,102,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,3,2,17,15,4,12,2.0,4.0,49.0,51.0,55.0,78.0
1998-02-21,15,4,19,47,60,73,84,58,0,8,33,40,12,13,40,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,3,16,2,15,27,19,2.0,4.0,49.0,51.0,55.0,78.0
1998-02-25,16,1,27,40,81,82,85,6,0,18,34,3,9,6,10,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,26,15,12,11,3,2,2.0,4.0,49.0,51.0,55.0,78.0
1998-02-28,17,13,68,75,79,87,88,90,0,8,5,40,9,34,55,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,3,7,9,1,4,15,2.0,4.0,49.0,51.0,55.0,78.0
1998-03-04,18,28,36,59,79,84,88,7,0,29,17,12,1,3,1,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,11,13,3,8,24,2,2.0,36.0,49.0,51.0,55.0,88.0
1998-03-07,19,2,12,57,62,64,71,56,0,7,5,43,41,8,37,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,7,12,5,27,3,17,2.0,36.0,49.0,51.0,55.0,88.0
1998-03-11,20,3,23,25,44,74,89,76,0,12,9,14,52,15,9,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,2,4,31,28,9,11,2.0,23.0,49.0,51.0,55.0,88.0
1998-03-14,21,16,33,42,86,88,89,43,0,17,12,35,18,3,1,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,2,1317,23,17,8,2,2.0,23.0,49.0,51.0,55.0,89.0
1998-03-18,22,1,5,17,38,61,71,70,0,6,24,61,60,85,3,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,19,7,38,1309,2,33,2.0,23.0,49.0,51.0,55.0,89.0
1998-03-21,23,17,30,38,51,77,80,33,0,1,44,1,10,34,57,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,26,8,30,1,2,28,2.0,23.0,49.0,51.0,55.0,89.0
1998-03-25,24,5,6,17,55,62,73,38,0,2,15,1,19,5,9,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,22,1299,21,2,8,14,2.0,23.0,49.0,51.0,55.0,89.0
1998-03-28,25,16,40,50,58,62,63,5,0,4,9,11,12,1,13,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,1,17,7,2,6,21,2.0,23.0,49.0,51.0,62.0,89.0
1998-04-01,26,17,31,42,43,55,72,64,0,2,40,5,19,2,25,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,2,23,1,7,28,12,2.0,23.0,49.0,51.0,55.0,89.0
1998-04-04,27,1,7,21,49,84,87,77,0,5,46,44,19,9,10,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,7,25,18,10,13,16,2.0,23.0,49.0,51.0,55.0,89.0
1998-04-08,28,4,7,22,27,39,88,14,0,13,1,22,12,21,7,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,32,2,23,8,11,19,2.0,23.0,49.0,51.0,55.0,88.0
1998-04-11,29,23,58,64,67,79,81,14,0,9,4,10,88,11,13,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,2,8,11,24,10,26,2.0,23.0,49.0,51.0,55.0,88.0
1998-04-15,30,4,5,46,47,73,82,62,0,2,6,17,15,6,14,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,5,7,1310,22,4,23,2.0,23.0,49.0,51.0,55.0,88.0
1998-04-18,31,17,38,47,56,76,85,26,0,5,8,1,24,50,15,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,7,16,9,8,21,5,2.0,23.0,49.0,51.0,55.0,88.0
1998-04-22,32,5,22,40,46,86,87,13,0,2,4,7,2,11,5,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,11,24,15,11,3,17,2.0,23.0,49.0,51.0,55.0,88.0
1998-04-27,33,18,36,62,63,76,80,64,0,23,15,8,8,2,10,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,11,6,21,35,18,13,2.0,36.0,49.0,51.0,55.0,88.0
1998-04-29,34,15,23,27,29,50,69,54,0,22,5,6,20,9,68,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,5,1,17,1,35,6,2.0,23.0,49.0,51.0,55.0,88.0
1998-05-02,35,6,12,23,28,77,79,73,0,11,16,1,17,12,6,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,1,5,27,1,2,3,2.0,23.0,49.0,51.0,55.0,88.0
1998-05-06,36,5,28,33,64,81,84,67,0,4,1,15,7,7,9,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,19,6,15,35,2,36,2.0,23.0,49.0,51.0,55.0,88.0
1998-05-09,37,5,19,43,44,73,77,39,0,1,22,11,17,7,2,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,33,14,2,8,8,5,2.0,23.0,49.0,51.0,55.0,88.0
1998-05-13,38,6,15,41,57,81,83,74,0,3,4,24,19,2,50,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,15,20,15,12,8,16,2.0,23.0,49.0,51.0,55.0,88.0
1998-05-16,39,7,19,25,68,71,85,46,0,11,2,19,22,17,8,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,15,8,13,8,28,1,2.0,23.0,25.0,51.0,55.0,85.0
1998-05-20,40,5,13,22,25,43,50,45,0,3,23,8,1,3,6,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,19,8,13,31,1,13,5.0,23.0,25.0,51.0,55.0,85.0
1998-05-23,41,7,12,24,37,58,81,10,0,2,6,31,28,12,3,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,7,55,1,2,30,16,5.0,12.0,24.0,51.0,55.0,85.0
1998-05-27,42,36,48,56,65,71,73,38,0,9,32,11,30,3,5,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,1,14,2,14,6,1,5.0,12.0,24.0,51.0,55.0,85.0
1998-05-30,43,4,11,29,34,86,88,59,0,13,69,9,32,11,15,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,4,17,6,6,44,3,5.0,12.0,24.0,51.0,55.0,88.0
1998-06-03,44,48,50,80,81,84,87,42,0,2,4,11,3,8,12,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,1,14,24,43,58,7,5.0,12.0,24.0,51.0,55.0,85.0
1998-06-06,45,13,18,22,56,67,72,65,0,5,12,5,3,16,19,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,4,1319,16,29,10,44,5.0,12.0,22.0,51.0,55.0,85.0
1998-06-10,46,5,14,17,38,64,68,83,0,6,79,15,15,10,7,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,21,8,56,16,18,8,5.0,12.0,17.0,51.0,55.0,85.0
1998-06-13,47,13,26,30,34,83,86,64,0,2,38,24,4,9,4,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,5,8,25,14,2,1,5.0,12.0,17.0,51.0,55.0,85.0
1998-06-17,48,10,16,35,39,64,65,70,0,34,23,38,20,2,6,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,1,6,21,2,6,17,5.0,12.0,17.0,51.0,64.0,85.0
1998-06-20,49,20,24,39,63,65,70,36,0,47,8,1,16,1,85,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,9,5,11,4,17,15,5.0,12.0,17.0,51.0,64.0,85.0
1998-06-24,50,19,43,59,60,67,79,10,0,11,10,32,35,5,15,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,1,36,1,5,1339,30,5.0,12.0,17.0,51.0,64.0,85.0
1998-06-27,51,2,16,38,40,44,57,28,0,32,3,5,19,14,13,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,15,18,9,1,4,60,5.0,12.0,17.0,51.0,64.0,85.0
1998-07-01,52,25,33,37,47,48,79,29,0,12,16,11,21,8,2,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,6,5,13,4,16,28,5.0,12.0,17.0,51.0,64.0,79.0
1998-07-04,53,29,42,49,52,53,67,55,0,10,27,26,49,49,3,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,1,16,4,10,16,9,5.0,12.0,49.0,51.0,64.0,79.0
1998-07-08,54,5,20,24,48,78,80,6,0,8,5,5,2,42,10,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,10,2,17,11,9,4,5.0,12.0,17.0,51.0,64.0,79.0
1998-07-11,55,15,16,17,57,60,63,28,0,17,4,9,4,5,6,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,8,4,3,1,12,42,5.0,12.0,17.0,34.0,64.0,79.0
1998-07-15,56,12,32,48,68,70,85,7,0,15,86,2,10,7,17,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,3,13,3,25,37,7,5.0,12.0,17.0,34.0,64.0,79.0
1998-07-18,57,1,36,42,71,72,88,90,0,30,15,4,15,12,14,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,6,8,25,1,11,9,5.0,12.0,17.0,34.0,64.0,88.0
1998-07-22,58,56,71,75,78,81,85,8,0,13,1,41,4,14,2,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,4,3,3,4,13,13,5.0,12.0,17.0,34.0,64.0,85.0
1998-07-25,59,25,37,54,63,70,76,7,0,7,7,78,4,3,26,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,1,3,1,21,19,9,5.0,12.0,17.0,34.0,64.0,85.0
1998-07-29,60,25,60,62,68,83,89,88,0,1,5,27,4,13,39,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,35,19,14,32,13,4,5.0,12.0,17.0,34.0,64.0,85.0
1998-08-01,61,5,14,37,38,50,72,90,0,7,15,2,10,17,4,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,30,13,44,8,31,20,5.0,12.0,17.0,38.0,64.0,85.0
1998-08-05,62,7,24,40,56,79,85,90,0,21,8,11,4,10,4,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,30,58,50,21,37,12,5.0,12.0,17.0,38.0,64.0,85.0
1998-08-08,63,12,27,31,32,57,83,42,0,7,29,37,7,8,3,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,7,3,19,21,32,17,5.0,12.0,17.0,38.0,64.0,85.0
1998-08-12,64,31,33,61,77,86,88,16,0,1,12,42,27,17,7,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,12,6,40,16,2,6,5.0,12.0,17.0,38.0,64.0,85.0
1998-08-17,65,4,47,53,55,71,73,80,0,22,13,12,39,7,23,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,30,6,8,11,1,32,5.0,12.0,17.0,38.0,64.0,85.0
1998-08-19,66,6,15,16,50,62,82,4,0,28,11,11,5,6,36,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,4,8,11,10,11,16,5.0,12.0,17.0,38.0,62.0,88.0
1998-08-22,67,10,36,48,63,83,90,32,0,19,10,11,8,4,66,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,12,29,10,12,19,31,5.0,36.0,17.0,63.0,62.0,85.0
1998-08-26,68,10,40,66,72,76,80,61,0,1,6,55,7,9,14,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,32,5,40,17,9,3,5.0,12.0,17.0,63.0,62.0,85.0
1998-08-29,69,12,19,22,53,72,88,34,0,6,19,24,4,1,5,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,5,9,3,5,1,12,5.0,16.0,17.0,63.0,62.0,85.0
1998-09-02,70,1,43,45,48,83,90,14,0,13,20,56,3,3,3,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,20,11,10,4,7,17,5.0,16.0,17.0,63.0,83.0,85.0
1998-09-05,71,15,16,20,23,24,87,77,0,5,5,17,36,9,27,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,4,4,14,3,22,36,5.0,16.0,17.0,63.0,83.0,85.0
1998-09-09,72,10,25,56,68,71,77,3,0,4,12,10,12,7,8,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,21,1,25,33,7,1,5.0,16.0,22.0,63.0,71.0,85.0
1998-09-12,73,14,37,48,55,84,87,23,0,12,12,3,8,29,2,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,11,14,17,44,11,3,5.0,16.0,22.0,63.0,71.0,85.0
1998-09-16,74,22,26,29,37,75,76,36,0,5,27,21,1,16,6,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,1,38,13,8,2,13,5.0,16.0,22.0,63.0,71.0,85.0
1998-09-19,75,3,33,45,57,78,80,65,0,55,11,5,12,17,7,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,6,18,57,5,3,9,5.0,16.0,22.0,63.0,71.0,85.0
1998-09-23,76,7,9,31,41,67,68,22,0,14,65,12,38,23,4,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,36,28,1,12,10,6,5.0,16.0,22.0,63.0,71.0,85.0
1998-09-26,77,28,31,40,67,74,90,61,0,41,1,9,1,57,7,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,1,14,8,13,6,2,5.0,16.0,22.0,63.0,71.0,85.0
1998-09-30,78,20,34,44,61,74,87,25,0,7,31,27,14,1,5,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,19,2,5,26,17,20,5.0,16.0,22.0,63.0,71.0,85.0
1998-10-03,79,2,9,13,34,46,63,85,0,28,3,32,1,47,12,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,18,1,19,1,14,4,5.0,16.0,22.0,63.0,71.0,85.0
1998-10-07,80,6,13,17,49,51,83,76,0,14,1,25,27,57,10,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,11,11,1,17,6,3,5.0,16.0,17.0,63.0,71.0,85.0
1998-10-10,81,42,43,46,49,52,76,48,0,24,11,2,1,28,7,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,4,46,10,28,6,2,5.0,16.0,17.0,63.0,71.0,87.0
1998-10-14,82,15,28,42,55,76,88,74,0,11,5,1,9,1,13,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,19,9,7,5,8,1,5.0,16.0,17.0,63.0,71.0,88.0
1998-10-17,83,10,13,50,59,64,78,23,0,11,3,17,33,35,8,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,24,3,22,71,7,30,5.0,16.0,17.0,68.0,71.0,88.0
1998-10-21,84,14,39,50,56,72,89,29,0,11,35,1,12,15,24,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,17,4,33,6,1,6,5.0,16.0,17.0,68.0,71.0,88.0
1998-10-24,85,4,26,27,74,77,84,20,0,20,11,22,7,13,12,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,25,31,2,8,19,43,5.0,16.0,17.0,68.0,71.0,88.0
1998-10-28,86,37,60,64,73,80,84,2,0,12,26,3,21,11,1,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,1,21,43,94,19,4,5.0,16.0,17.0,68.0,71.0,88.0
1998-10-31,87,1,21,30,61,73,84,74,0,17,60,40,9,1,1,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,5,52,20,3,17,2,10.0,16.0,17.0,68.0,71.0,88.0
1998-11-04,88,6,54,72,75,81,87,55,0,8,29,4,14,30,10,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,11,24,3,8,26,3,10.0,16.0,17.0,68.0,71.0,87.0
1998-11-07,89,15,19,25,33,40,68,81,0,7,20,17,14,12,13,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,27,8,3,76,7,1,10.0,16.0,17.0,34.0,83.0,87.0
1998-11-11,90,19,38,60,80,81,90,10,0,1,29,4,4,2,13,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,1,72,56,4,25,6,10.0,16.0,17.0,34.0,83.0,87.0
1998-11-14,91,6,31,69,70,76,85,44,0,3,14,57,32,9,29,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,40,1,11,12,34,1,10.0,16.0,17.0,34.0,83.0,87.0
1998-11-18,92,12,18,43,47,50,83,53,0,23,47,11,27,8,12,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,5,14,18,22,24,2,10.0,16.0,17.0,34.0,83.0,87.0
1998-11-21,93,32,36,43,56,66,89,8,0,30,26,1,9,25,9,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,16,49,17,18,5,21,10.0,16.0,17.0,56.0,83.0,87.0
1998-11-25,94,32,39,52,56,69,85,53,0,1,10,13,1,3,3,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,7,11,18,21,4,15,10.0,16.0,17.0,56.0,83.0,85.0
1998-11-28,95,12,15,40,50,66,88,70,0,3,6,6,3,2,13,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,15,32,5,10,3,10,10.0,16.0,17.0,56.0,83.0,85.0
1998-12-02,96,9,23,36,66,67,77,87,0,17,25,3,1,19,11,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,22,5,4,28,5,17,10.0,16.0,40.0,56.0,83.0,85.0
1998-12-05,97,27,35,47,48,59,79,77,0,12,49,5,24,14,35,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,25,4,9,4,13,1,10.0,16.0,40.0,56.0,67.0,85.0
1998-12-09,98,1,11,42,43,61,81,29,0,11,55,16,5,11,8,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,0.10989010989010989,7,27,27,22,5,28,12.0,16.0,40.0,56.0,67.0,85.0
